LOAN_ID,CUSTOMER_ID,LOAN_TYPE,SANCTION_AMT,INT_RATE,TENURE_MTHS
LN-HM-01996,RET-01996,Home Loan,3590000.0,9.25,120
LN-HM-01997,RET-01997,Personal Loan,400000.0,12.38,36
LN-HM-01998,RET-01998,Vehicle Loan,2330000.0,9.55,72
LN-HM-01999,RET-01999,Home Loan,2580000.0,8.79,120
LN-HM-02000,RET-02000,Personal Loan,810000.0,12.25,60
LN-HM-02001,RET-02001,Personal Loan,510000.0,13.86,36
LN-HM-02002,RET-02002,Personal Loan,950000.0,13.07,48
LN-HM-02003,RET-02003,Home Loan,10950000.0,9.29,300
LN-HM-02004,RET-02004,Vehicle Loan,1220000.0,10.57,84
LN-HM-02005,RET-02005,Home Loan,3160000.0,9.1,240
LN-HM-02006,RET-02006,Home Loan,4160000.0,8.78,120
LN-HM-02007,RET-02007,Personal Loan,340000.0,13.67,12
LN-HM-02008,RET-02008,Home Loan,3500000.0,8.58,300
LN-HM-02009,RET-02009,Home Loan,11100000.0,8.98,120
LN-HM-02010,RET-02010,Home Loan,6340000.0,9.18,120
LN-HM-02011,RET-02011,Home Loan,7730000.0,8.97,240
LN-HM-02012,RET-02012,Home Loan,4200000.0,9.42,120
LN-HM-02013,RET-02013,Personal Loan,640000.0,13.87,36
LN-HM-02014,RET-02014,Vehicle Loan,4350000.0,10.91,72
LN-HM-02015,RET-02015,Vehicle Loan,480000.0,10.65,60
LN-HM-02016,RET-02016,Home Loan,3000000.0,9.2,120
LN-HM-02017,RET-02017,Home Loan,1380000.0,9.18,120
LN-HM-02018,RET-02018,Home Loan,910000.0,9.05,180
LN-HM-02019,RET-02019,Personal Loan,650000.0,11.87,36
LN-HM-02020,RET-02020,Vehicle Loan,700000.0,9.72,72
LN-HM-02021,RET-02021,Vehicle Loan,2320000.0,10.1,72
LN-HM-02022,RET-02022,Home Loan,820000.0,9.46,240
LN-HM-02023,RET-02023,Home Loan,2250000.0,8.7,240
LN-HM-02024,RET-02024,Home Loan,1360000.0,9.46,120
LN-HM-02025,RET-02025,Vehicle Loan,1130000.0,9.16,84
LN-HM-02026,RET-02026,Vehicle Loan,2860000.0,9.2,48
LN-HM-02027,RET-02027,Vehicle Loan,4140000.0,10.68,36
LN-HM-02028,RET-02028,Home Loan,4800000.0,8.88,300
LN-HM-02029,RET-02029,Personal Loan,390000.0,13.05,24
LN-HM-02030,RET-02030,Personal Loan,450000.0,11.98,48
LN-HM-02031,RET-02031,Vehicle Loan,1440000.0,10.77,72
LN-HM-02032,RET-02032,Personal Loan,230000.0,13.58,12
LN-HM-02033,RET-02033,Home Loan,6290000.0,8.97,180
LN-HM-02034,RET-02034,Home Loan,10860000.0,9.3,120
LN-HM-02035,RET-02035,Vehicle Loan,530000.0,9.49,60
LN-HM-02036,RET-02036,Home Loan,1310000.0,8.54,180
LN-HM-02037,RET-02037,Home Loan,2000000.0,8.83,240
LN-HM-02038,RET-02038,Personal Loan,600000.0,11.88,36
LN-HM-02039,RET-02039,Vehicle Loan,1190000.0,10.12,84
LN-HM-02040,RET-02040,Personal Loan,500000.0,12.2,60
LN-HM-02041,RET-02041,Home Loan,6010000.0,8.97,300
LN-HM-02042,RET-02042,Home Loan,2890000.0,9.0,180
LN-HM-02043,RET-02043,Personal Loan,1040000.0,13.35,36
LN-HM-02044,RET-02044,Personal Loan,380000.0,13.97,36
LN-HM-02045,RET-02045,Home Loan,3610000.0,9.43,300
LN-HM-02046,RET-02046,Personal Loan,410000.0,13.59,36
LN-HM-02047,RET-02047,Home Loan,2500000.0,8.91,180
LN-HM-02048,RET-02048,Personal Loan,340000.0,12.83,12
LN-HM-02049,RET-02049,Personal Loan,870000.0,13.01,12
LN-HM-02050,RET-02050,Personal Loan,650000.0,11.62,60
LN-HM-02051,RET-02051,Vehicle Loan,1200000.0,10.25,84
LN-HM-02052,RET-02052,Vehicle Loan,980000.0,9.78,84
LN-HM-02053,RET-02053,Vehicle Loan,1430000.0,9.58,60
LN-HM-02054,RET-02054,Personal Loan,950000.0,11.2,12
LN-HM-02055,RET-02055,Home Loan,1560000.0,9.42,180
LN-HM-02056,RET-02056,Vehicle Loan,4020000.0,10.05,48
LN-HM-02057,RET-02057,Home Loan,990000.0,8.88,120
LN-HM-02058,RET-02058,Home Loan,9920000.0,9.49,120
LN-HM-02059,RET-02059,Home Loan,4290000.0,9.28,240
LN-HM-02060,RET-02060,Home Loan,2360000.0,9.37,300
LN-HM-02061,RET-02061,Personal Loan,350000.0,11.65,36
LN-HM-02062,RET-02062,Home Loan,2410000.0,8.61,120
LN-HM-02063,RET-02063,Home Loan,2230000.0,8.85,300
LN-HM-02064,RET-02064,Personal Loan,750000.0,12.79,24
LN-HM-02065,RET-02065,Home Loan,9490000.0,9.15,300
LN-HM-02066,RET-02066,Home Loan,3690000.0,9.34,120
LN-HM-02067,RET-02067,Personal Loan,870000.0,12.13,48
LN-HM-02068,RET-02068,Personal Loan,540000.0,11.33,48
LN-HM-02069,RET-02069,Home Loan,2320000.0,9.23,180
LN-HM-02070,RET-02070,Home Loan,3030000.0,9.43,180
LN-HM-02071,RET-02071,Home Loan,3890000.0,8.96,120
LN-HM-02072,RET-02072,Personal Loan,850000.0,12.58,12
LN-HM-02073,RET-02073,Home Loan,2150000.0,9.1,180
LN-HM-02074,RET-02074,Home Loan,2210000.0,8.6,240
LN-HM-02075,RET-02075,Personal Loan,1130000.0,11.2,36
LN-HM-02076,RET-02076,Home Loan,1330000.0,9.08,180
LN-HM-02077,RET-02077,Home Loan,4420000.0,8.56,300
LN-HM-02078,RET-02078,Vehicle Loan,690000.0,9.8,48
LN-HM-02079,RET-02079,Personal Loan,700000.0,11.61,12
LN-HM-02080,RET-02080,Vehicle Loan,2030000.0,9.81,60
LN-HM-02081,RET-02081,Personal Loan,380000.0,12.45,12
LN-HM-02082,RET-02082,Home Loan,5370000.0,8.57,240
LN-HM-02083,RET-02083,Personal Loan,690000.0,12.46,36
LN-HM-02084,RET-02084,Home Loan,1840000.0,9.26,300
LN-HM-02085,RET-02085,Vehicle Loan,1410000.0,9.14,48
LN-HM-02086,RET-02086,Personal Loan,1430000.0,11.48,48
LN-HM-02087,RET-02087,Vehicle Loan,1310000.0,9.02,84
LN-HM-02088,RET-02088,Personal Loan,2040000.0,11.89,48
LN-HM-02089,RET-02089,Home Loan,3100000.0,9.21,240
LN-HM-02090,RET-02090,Personal Loan,440000.0,11.69,36
LN-HM-02091,RET-02091,Personal Loan,460000.0,11.48,60
LN-HM-02092,RET-02092,Home Loan,1310000.0,9.04,300
LN-HM-02093,RET-02093,Vehicle Loan,720000.0,9.49,36
LN-HM-02094,RET-02094,Home Loan,1960000.0,9.17,120
LN-HM-02095,RET-02095,Home Loan,7330000.0,9.2,300
LN-HM-02096,RET-02096,Home Loan,7580000.0,8.55,300
LN-HM-02097,RET-02097,Home Loan,2820000.0,9.18,240
LN-HM-02098,RET-02098,Vehicle Loan,1660000.0,10.67,48
LN-HM-02099,RET-02099,Home Loan,2100000.0,8.97,240
LN-HM-02100,RET-02100,Home Loan,1090000.0,8.55,300
LN-HM-02101,RET-02101,Home Loan,3860000.0,8.72,240
LN-HM-02102,RET-02102,Home Loan,5360000.0,9.26,120
LN-HM-02103,RET-02103,Vehicle Loan,720000.0,9.06,72
LN-HM-02104,RET-02104,Home Loan,2240000.0,8.96,240
LN-HM-02105,RET-02105,Home Loan,6380000.0,9.02,120
LN-HM-02106,RET-02106,Personal Loan,250000.0,12.23,60
LN-HM-02107,RET-02107,Vehicle Loan,1060000.0,9.38,48
LN-HM-02108,RET-02108,Home Loan,1840000.0,8.96,300
LN-HM-02109,RET-02109,Home Loan,4290000.0,9.37,300
LN-HM-02110,RET-02110,Home Loan,5710000.0,9.32,120
LN-HM-02111,RET-02111,Vehicle Loan,520000.0,10.76,84
LN-HM-02112,RET-02112,Home Loan,1430000.0,8.65,240
LN-HM-02113,RET-02113,Vehicle Loan,2890000.0,9.63,48
LN-HM-02114,RET-02114,Home Loan,3450000.0,8.58,300
LN-HM-02115,RET-02115,Home Loan,4170000.0,8.65,240
LN-HM-02116,RET-02116,Home Loan,7020000.0,9.18,300
LN-HM-02117,RET-02117,Vehicle Loan,440000.0,10.2,36
LN-HM-02118,RET-02118,Personal Loan,1100000.0,11.37,24
LN-HM-02119,RET-02119,Home Loan,5790000.0,9.12,300
LN-HM-02120,RET-02120,Vehicle Loan,3370000.0,10.51,60
LN-HM-02121,RET-02121,Home Loan,5410000.0,9.31,180
LN-HM-02122,RET-02122,Vehicle Loan,1120000.0,10.93,84
LN-HM-02123,RET-02123,Personal Loan,900000.0,13.91,24
LN-HM-02124,RET-02124,Vehicle Loan,1410000.0,9.49,72
LN-HM-02125,RET-02125,Personal Loan,1030000.0,13.32,12
LN-HM-02126,RET-02126,Personal Loan,240000.0,11.49,36
LN-HM-02127,RET-02127,Home Loan,3810000.0,8.98,300
LN-HM-02128,RET-02128,Personal Loan,360000.0,11.03,48
LN-HM-02129,RET-02129,Personal Loan,500000.0,13.92,12
LN-HM-02130,RET-02130,Home Loan,4950000.0,8.56,180
LN-HM-02131,RET-02131,Vehicle Loan,1590000.0,9.15,60
LN-HM-02132,RET-02132,Personal Loan,740000.0,11.38,24
LN-HM-02133,RET-02133,Personal Loan,660000.0,12.45,36
LN-HM-02134,RET-02134,Personal Loan,440000.0,12.1,24
LN-HM-02135,RET-02135,Personal Loan,220000.0,13.95,36
LN-HM-02136,RET-02136,Vehicle Loan,1850000.0,10.53,36
LN-HM-02137,RET-02137,Home Loan,1400000.0,9.24,300
LN-HM-02138,RET-02138,Home Loan,1540000.0,9.38,240
LN-HM-02139,RET-02139,Home Loan,7470000.0,9.24,300
LN-HM-02140,RET-02140,Home Loan,3450000.0,9.08,240
LN-HM-02141,RET-02141,Home Loan,3850000.0,8.99,300
LN-HM-02142,RET-02142,Personal Loan,1210000.0,12.56,60
LN-HM-02143,RET-02143,Personal Loan,1520000.0,12.42,12
LN-HM-02144,RET-02144,Vehicle Loan,900000.0,9.01,72
LN-HM-02145,RET-02145,Personal Loan,1280000.0,11.45,60
LN-HM-02146,RET-02146,Home Loan,9920000.0,9.01,240
LN-HM-02147,RET-02147,Home Loan,2630000.0,9.3,300
LN-HM-02148,RET-02148,Home Loan,11330000.0,9.31,120
LN-HM-02149,RET-02149,Personal Loan,360000.0,12.72,60
LN-HM-02150,RET-02150,Personal Loan,260000.0,13.94,36
LN-HM-02151,RET-02151,Personal Loan,340000.0,11.63,36
LN-HM-02152,RET-02152,Home Loan,4410000.0,9.43,120
LN-HM-02153,RET-02153,Vehicle Loan,3180000.0,10.63,48
LN-HM-02154,RET-02154,Personal Loan,480000.0,13.24,36
LN-HM-02155,RET-02155,Vehicle Loan,1590000.0,10.0,60
LN-HM-02156,RET-02156,Home Loan,13830000.0,8.97,120
LN-HM-02157,RET-02157,Personal Loan,1990000.0,13.87,48
LN-HM-02158,RET-02158,Personal Loan,520000.0,13.65,36
LN-HM-02159,RET-02159,Personal Loan,1430000.0,12.27,48
LN-HM-02160,RET-02160,Personal Loan,690000.0,12.76,12
LN-HM-02161,RET-02161,Vehicle Loan,890000.0,11.0,72
LN-HM-02162,RET-02162,Personal Loan,730000.0,11.71,12
LN-HM-02163,RET-02163,Home Loan,2440000.0,9.14,240
LN-HM-02164,RET-02164,Personal Loan,780000.0,11.32,12
LN-HM-02165,RET-02165,Vehicle Loan,390000.0,9.79,60
LN-HM-02166,RET-02166,Home Loan,1090000.0,8.52,120
LN-HM-02167,RET-02167,Vehicle Loan,950000.0,10.75,72
LN-HM-02168,RET-02168,Vehicle Loan,1540000.0,9.92,84
LN-HM-02169,RET-02169,Home Loan,1980000.0,9.0,120
LN-HM-02170,RET-02170,Home Loan,4670000.0,9.39,120
LN-HM-02171,RET-02171,Personal Loan,700000.0,12.09,48
LN-HM-02172,RET-02172,Home Loan,4060000.0,9.45,240
LN-HM-02173,RET-02173,Home Loan,4560000.0,9.04,240
LN-HM-02174,RET-02174,Personal Loan,1770000.0,11.27,36
LN-HM-02175,RET-02175,Personal Loan,1110000.0,11.99,60
LN-HM-02176,RET-02176,Personal Loan,420000.0,11.29,24
LN-HM-02177,RET-02177,Vehicle Loan,1500000.0,9.26,60
LN-HM-02178,RET-02178,Vehicle Loan,4490000.0,10.82,36
LN-HM-02179,RET-02179,Home Loan,7390000.0,9.17,180
LN-HM-02180,RET-02180,Home Loan,3900000.0,8.87,240
LN-HM-02181,RET-02181,Personal Loan,980000.0,12.59,36
LN-HM-02182,RET-02182,Vehicle Loan,770000.0,10.17,48
LN-HM-02183,RET-02183,Home Loan,1170000.0,8.81,240
LN-HM-02184,RET-02184,Home Loan,11150000.0,9.08,240
LN-HM-02185,RET-02185,Personal Loan,960000.0,12.04,24
LN-HM-02186,RET-02186,Personal Loan,320000.0,11.5,60
LN-HM-02187,RET-02187,Home Loan,4070000.0,8.7,300
LN-HM-02188,RET-02188,Personal Loan,990000.0,13.27,36
LN-HM-02189,RET-02189,Personal Loan,520000.0,13.93,24
LN-HM-02190,RET-02190,Home Loan,1990000.0,8.94,120
LN-HM-02191,RET-02191,Personal Loan,690000.0,11.14,48
LN-HM-02192,RET-02192,Home Loan,6480000.0,8.95,240
LN-HM-02193,RET-02193,Home Loan,2540000.0,9.05,180
LN-HM-02194,RET-02194,Home Loan,2500000.0,8.69,180
LN-HM-02195,RET-02195,Personal Loan,1250000.0,11.04,36
LN-HM-02196,RET-02196,Home Loan,1570000.0,9.06,120
LN-HM-02197,RET-02197,Vehicle Loan,700000.0,9.47,36
LN-HM-02198,RET-02198,Home Loan,2680000.0,8.71,240
LN-HM-02199,RET-02199,Vehicle Loan,2100000.0,9.12,72
LN-HM-02200,RET-02200,Vehicle Loan,950000.0,9.15,84
LN-HM-02201,RET-02201,Home Loan,4710000.0,9.07,240
LN-HM-02202,RET-02202,Home Loan,6950000.0,8.89,180
LN-HM-02203,RET-02203,Vehicle Loan,690000.0,10.43,84
LN-HM-02204,RET-02204,Personal Loan,5430000.0,13.96,12
LN-HM-02205,RET-02205,Home Loan,7970000.0,8.73,300
LN-HM-02206,RET-02206,Vehicle Loan,1020000.0,10.76,84
LN-HM-02207,RET-02207,Home Loan,1980000.0,9.05,180
LN-HM-02208,RET-02208,Vehicle Loan,820000.0,10.89,72
LN-HM-02209,RET-02209,Personal Loan,2150000.0,13.76,36
LN-HM-02210,RET-02210,Home Loan,2660000.0,9.32,120
LN-HM-02211,RET-02211,Personal Loan,340000.0,11.08,36
LN-HM-02212,RET-02212,Vehicle Loan,400000.0,9.89,84
LN-HM-02213,RET-02213,Personal Loan,1030000.0,11.36,60
LN-HM-02214,RET-02214,Home Loan,3110000.0,9.07,300
LN-HM-02215,RET-02215,Home Loan,1490000.0,8.95,180
LN-HM-02216,RET-02216,Home Loan,1140000.0,8.72,120
LN-HM-02217,RET-02217,Home Loan,810000.0,9.47,240
LN-HM-02218,RET-02218,Home Loan,1600000.0,9.03,180
LN-HM-02219,RET-02219,Home Loan,2090000.0,9.0,120
LN-HM-02220,RET-02220,Personal Loan,800000.0,13.36,24
LN-HM-02221,RET-02221,Vehicle Loan,1360000.0,10.29,60
LN-HM-02222,RET-02222,Vehicle Loan,1940000.0,10.28,48
LN-HM-02223,RET-02223,Personal Loan,1560000.0,11.06,24
LN-HM-02224,RET-02224,Vehicle Loan,1190000.0,10.16,60
LN-HM-02225,RET-02225,Home Loan,6860000.0,9.3,240
LN-HM-02226,RET-02226,Home Loan,1560000.0,9.39,300
LN-HM-02227,RET-02227,Personal Loan,410000.0,11.5,24
LN-HM-02228,RET-02228,Personal Loan,4090000.0,13.18,36
LN-HM-02229,RET-02229,Home Loan,1160000.0,8.68,180
LN-HM-02230,RET-02230,Vehicle Loan,760000.0,9.92,72
LN-HM-02231,RET-02231,Home Loan,5780000.0,8.68,300
LN-HM-02232,RET-02232,Home Loan,1100000.0,8.51,300
LN-HM-02233,RET-02233,Vehicle Loan,490000.0,10.51,84
LN-HM-02234,RET-02234,Personal Loan,3490000.0,11.06,60
LN-HM-02235,RET-02235,Home Loan,3630000.0,9.35,300
LN-HM-02236,RET-02236,Home Loan,2180000.0,8.98,240
LN-HM-02237,RET-02237,Personal Loan,790000.0,13.13,12
LN-HM-02238,RET-02238,Vehicle Loan,860000.0,9.32,48
LN-HM-02239,RET-02239,Home Loan,10620000.0,8.6,120
LN-HM-02240,RET-02240,Vehicle Loan,800000.0,10.19,48
LN-HM-02241,RET-02241,Personal Loan,510000.0,13.01,12
LN-HM-02242,RET-02242,Home Loan,970000.0,8.54,120
LN-HM-02243,RET-02243,Vehicle Loan,1130000.0,10.74,48
LN-HM-02244,RET-02244,Vehicle Loan,1040000.0,10.53,36
LN-HM-02245,RET-02245,Home Loan,8080000.0,8.51,240
LN-HM-02246,RET-02246,Home Loan,1380000.0,9.33,180
LN-HM-02247,RET-02247,Vehicle Loan,1340000.0,9.67,72
LN-HM-02248,RET-02248,Vehicle Loan,1130000.0,9.25,36
LN-HM-02249,RET-02249,Home Loan,760000.0,8.65,240
LN-HM-02250,RET-02250,Personal Loan,280000.0,13.53,24
LN-HM-02251,RET-02251,Home Loan,1660000.0,8.7,120
LN-HM-02252,RET-02252,Vehicle Loan,2280000.0,9.45,84
LN-HM-02253,RET-02253,Home Loan,3310000.0,9.04,300
LN-HM-02254,RET-02254,Home Loan,4240000.0,9.38,300
LN-HM-02255,RET-02255,Vehicle Loan,450000.0,9.3,84
LN-HM-02256,RET-02256,Personal Loan,230000.0,11.46,60
LN-HM-02257,RET-02257,Personal Loan,1580000.0,11.25,48
LN-HM-02258,RET-02258,Vehicle Loan,2010000.0,9.24,48
LN-HM-02259,RET-02259,Personal Loan,370000.0,12.63,12
LN-HM-02260,RET-02260,Personal Loan,420000.0,11.55,24
LN-HM-02261,RET-02261,Home Loan,3890000.0,9.26,300
LN-HM-02262,RET-02262,Vehicle Loan,1000000.0,9.21,84
LN-HM-02263,RET-02263,Home Loan,3000000.0,8.84,300
LN-HM-02264,RET-02264,Vehicle Loan,1920000.0,10.74,84
LN-HM-02265,RET-02265,Personal Loan,1190000.0,12.85,60
LN-HM-02266,RET-02266,Home Loan,2340000.0,8.71,300
LN-HM-02267,RET-02267,Vehicle Loan,390000.0,10.39,84
LN-HM-02268,RET-02268,Personal Loan,660000.0,12.43,24
LN-HM-02269,RET-02269,Home Loan,3720000.0,8.97,120
LN-HM-02270,RET-02270,Personal Loan,1290000.0,14.0,60
LN-HM-02271,RET-02271,Home Loan,6160000.0,9.21,120
LN-HM-02272,RET-02272,Home Loan,7440000.0,8.63,300
LN-HM-02273,RET-02273,Home Loan,4500000.0,9.21,300
LN-HM-02274,RET-02274,Home Loan,2680000.0,8.94,180
LN-HM-02275,RET-02275,Personal Loan,1630000.0,11.87,48
LN-HM-02276,RET-02276,Home Loan,3480000.0,9.09,120
LN-HM-02277,RET-02277,Personal Loan,1190000.0,13.37,36
LN-HM-02278,RET-02278,Home Loan,5280000.0,9.16,240
LN-HM-02279,RET-02279,Vehicle Loan,800000.0,9.16,48
LN-HM-02280,RET-02280,Home Loan,3350000.0,8.58,180
LN-HM-02281,RET-02281,Personal Loan,1280000.0,12.52,48
LN-HM-02282,RET-02282,Vehicle Loan,730000.0,9.7,48
LN-HM-02283,RET-02283,Home Loan,2380000.0,9.4,120
LN-HM-02284,RET-02284,Home Loan,2310000.0,9.12,180
LN-HM-02285,RET-02285,Home Loan,3920000.0,9.38,240
LN-HM-02286,RET-02286,Home Loan,3230000.0,8.91,300
LN-HM-02287,RET-02287,Home Loan,4210000.0,8.62,240
LN-HM-02288,RET-02288,Personal Loan,660000.0,11.72,24
LN-HM-02289,RET-02289,Home Loan,2420000.0,9.21,240
LN-HM-02290,RET-02290,Home Loan,1780000.0,8.54,240
LN-HM-02291,RET-02291,Vehicle Loan,510000.0,9.85,60
LN-HM-02292,RET-02292,Personal Loan,380000.0,12.11,48
LN-HM-02293,RET-02293,Home Loan,1300000.0,9.48,300
LN-HM-02294,RET-02294,Personal Loan,1340000.0,11.2,48
LN-HM-02295,RET-02295,Home Loan,13570000.0,8.97,300
LN-HM-02296,RET-02296,Home Loan,1980000.0,8.9,180
LN-HM-02297,RET-02297,Home Loan,3110000.0,9.03,120
LN-HM-02298,RET-02298,Home Loan,1650000.0,9.19,240
LN-HM-02299,RET-02299,Personal Loan,930000.0,11.8,48
LN-HM-02300,RET-02300,Home Loan,3160000.0,8.52,180
LN-HM-02301,RET-02301,Home Loan,2270000.0,8.87,180
LN-HM-02302,RET-02302,Home Loan,1640000.0,9.23,120
LN-HM-02303,RET-02303,Vehicle Loan,750000.0,9.33,60
LN-HM-02304,RET-02304,Home Loan,4160000.0,8.66,180
LN-HM-02305,RET-02305,Personal Loan,890000.0,12.56,36
LN-HM-02306,RET-02306,Vehicle Loan,1250000.0,10.85,72
LN-HM-02307,RET-02307,Home Loan,4690000.0,9.35,120
LN-HM-02308,RET-02308,Personal Loan,440000.0,13.93,48
LN-HM-02309,RET-02309,Vehicle Loan,1310000.0,10.07,48
LN-HM-02310,RET-02310,Home Loan,3350000.0,9.34,300
LN-HM-02311,RET-02311,Home Loan,1660000.0,9.45,300
LN-HM-02312,RET-02312,Personal Loan,670000.0,13.78,12
LN-HM-02313,RET-02313,Vehicle Loan,1760000.0,10.71,36
LN-HM-02314,RET-02314,Home Loan,2040000.0,9.11,120
LN-HM-02315,RET-02315,Personal Loan,2770000.0,11.78,12
LN-HM-02316,RET-02316,Personal Loan,640000.0,11.03,48
LN-HM-02317,RET-02317,Personal Loan,610000.0,11.57,36
LN-HM-02318,RET-02318,Personal Loan,730000.0,11.71,48
LN-HM-02319,RET-02319,Personal Loan,1630000.0,11.97,24
LN-HM-02320,RET-02320,Personal Loan,390000.0,11.82,36
LN-HM-02321,RET-02321,Vehicle Loan,870000.0,10.66,72
LN-HM-02322,RET-02322,Personal Loan,2370000.0,11.1,12
LN-HM-02323,RET-02323,Vehicle Loan,900000.0,9.33,72
LN-HM-02324,RET-02324,Home Loan,3310000.0,8.91,300
LN-HM-02325,RET-02325,Vehicle Loan,810000.0,10.81,84
LN-HM-02326,RET-02326,Personal Loan,1120000.0,13.56,24
LN-HM-02327,RET-02327,Personal Loan,1000000.0,11.33,12
LN-HM-02328,RET-02328,Home Loan,7280000.0,8.88,240
LN-HM-02329,RET-02329,Personal Loan,580000.0,12.09,60
LN-HM-02330,RET-02330,Personal Loan,160000.0,12.43,36
LN-HM-02331,RET-02331,Personal Loan,840000.0,11.5,12
LN-HM-02332,RET-02332,Personal Loan,530000.0,11.04,48
LN-HM-02333,RET-02333,Vehicle Loan,1270000.0,10.06,60
LN-HM-02334,RET-02334,Vehicle Loan,1840000.0,9.01,72
LN-HM-02335,RET-02335,Vehicle Loan,4260000.0,11.0,72
LN-HM-02336,RET-02336,Home Loan,2230000.0,8.65,240
LN-HM-02337,RET-02337,Personal Loan,330000.0,12.07,36
LN-HM-02338,RET-02338,Home Loan,2530000.0,9.15,240
LN-HM-02339,RET-02339,Personal Loan,1340000.0,12.79,60
LN-HM-02340,RET-02340,Home Loan,2340000.0,9.34,180
LN-HM-02341,RET-02341,Personal Loan,850000.0,13.02,48
LN-HM-02342,RET-02342,Vehicle Loan,1010000.0,9.85,84
LN-HM-02343,RET-02343,Home Loan,4720000.0,8.74,240
LN-HM-02344,RET-02344,Vehicle Loan,1430000.0,10.52,60
LN-HM-02345,RET-02345,Personal Loan,990000.0,12.68,12
LN-HM-02346,RET-02346,Personal Loan,1100000.0,11.52,36
LN-HM-02347,RET-02347,Vehicle Loan,490000.0,9.15,48
LN-HM-02348,RET-02348,Personal Loan,510000.0,11.77,60
LN-HM-02349,RET-02349,Home Loan,3000000.0,9.38,120
LN-HM-02350,RET-02350,Home Loan,1740000.0,8.82,180
LN-HM-02351,RET-02351,Home Loan,3360000.0,9.22,240
LN-HM-02352,RET-02352,Home Loan,2490000.0,9.43,240
LN-HM-02353,RET-02353,Home Loan,2550000.0,8.94,180
LN-HM-02354,RET-02354,Home Loan,3910000.0,8.61,120
LN-HM-02355,RET-02355,Home Loan,3110000.0,9.16,120
LN-HM-02356,RET-02356,Vehicle Loan,420000.0,10.31,84
LN-HM-02357,RET-02357,Personal Loan,510000.0,12.06,24
LN-HM-02358,RET-02358,Home Loan,3470000.0,8.66,300
LN-HM-02359,RET-02359,Personal Loan,690000.0,11.08,60
LN-HM-02360,RET-02360,Home Loan,4540000.0,9.17,240
LN-HM-02361,RET-02361,Home Loan,5670000.0,9.09,300
LN-HM-02362,RET-02362,Home Loan,1850000.0,9.44,300
LN-HM-02363,RET-02363,Personal Loan,2250000.0,11.95,12
LN-HM-02364,RET-02364,Personal Loan,2420000.0,11.35,48
LN-HM-02365,RET-02365,Personal Loan,130000.0,11.06,60
LN-HM-02366,RET-02366,Home Loan,2770000.0,9.11,240
LN-HM-02367,RET-02367,Personal Loan,350000.0,13.18,36
LN-HM-02368,RET-02368,Home Loan,3160000.0,8.85,120
LN-HM-02369,RET-02369,Home Loan,2100000.0,8.91,240
LN-HM-02370,RET-02370,Personal Loan,540000.0,13.99,60
LN-HM-02371,RET-02371,Vehicle Loan,2500000.0,9.65,36
LN-HM-02372,RET-02372,Home Loan,1560000.0,9.36,300
LN-HM-02373,RET-02373,Vehicle Loan,1470000.0,9.31,84
LN-HM-02374,RET-02374,Personal Loan,380000.0,12.11,24
LN-HM-02375,RET-02375,Vehicle Loan,2740000.0,9.81,84
LN-HM-02376,RET-02376,Personal Loan,930000.0,13.38,12
LN-HM-02377,RET-02377,Vehicle Loan,1430000.0,9.95,48
LN-HM-02378,RET-02378,Home Loan,3420000.0,8.81,300
LN-HM-02379,RET-02379,Personal Loan,420000.0,13.41,12
LN-HM-02380,RET-02380,Home Loan,3430000.0,9.05,240
LN-HM-02381,RET-02381,Home Loan,10490000.0,9.08,300
LN-HM-02382,RET-02382,Vehicle Loan,580000.0,10.4,60
LN-HM-02383,RET-02383,Home Loan,1300000.0,9.35,240
LN-HM-02384,RET-02384,Personal Loan,660000.0,13.01,36
LN-HM-02385,RET-02385,Vehicle Loan,700000.0,9.44,72
LN-HM-02386,RET-02386,Home Loan,4330000.0,8.6,180
LN-HM-02387,RET-02387,Personal Loan,830000.0,11.72,12
LN-HM-02388,RET-02388,Home Loan,6190000.0,9.03,300
LN-HM-02389,RET-02389,Home Loan,2750000.0,8.53,240
LN-HM-02390,RET-02390,Home Loan,3050000.0,8.91,120
LN-HM-02391,RET-02391,Home Loan,4510000.0,9.12,240
LN-HM-02392,RET-02392,Vehicle Loan,2860000.0,10.11,60
LN-HM-02393,RET-02393,Home Loan,4170000.0,9.12,180
LN-HM-02394,RET-02394,Vehicle Loan,2380000.0,9.31,84
LN-HM-02395,RET-02395,Home Loan,7520000.0,8.75,240
LN-HM-02396,RET-02396,Home Loan,3210000.0,8.54,120
LN-HM-02397,RET-02397,Vehicle Loan,1110000.0,10.72,36
LN-HM-02398,RET-02398,Personal Loan,700000.0,11.05,60
LN-HM-02399,RET-02399,Home Loan,8480000.0,9.45,120
LN-HM-02400,RET-02400,Vehicle Loan,730000.0,10.49,84
LN-HM-02401,RET-02401,Home Loan,2240000.0,9.05,240
LN-HM-02402,RET-02402,Home Loan,3560000.0,8.58,120
LN-HM-02403,RET-02403,Home Loan,1750000.0,9.22,120
LN-HM-02404,RET-02404,Home Loan,2380000.0,9.37,180
LN-HM-02405,RET-02405,Home Loan,7640000.0,8.8,240
LN-HM-02406,RET-02406,Personal Loan,1100000.0,12.65,24
LN-HM-02407,RET-02407,Home Loan,1840000.0,8.85,300
LN-HM-02408,RET-02408,Personal Loan,1510000.0,12.85,12
LN-HM-02409,RET-02409,Vehicle Loan,4410000.0,9.37,84
