COLLATERAL_ID,LOAN_ID,SECURITY_TYPE,ASSESSED_VAL
COL-02259,LN-HM-02259,None,0.0
COL-02260,LN-HM-02260,None,0.0
COL-02261,LN-HM-02261,Mortgage,5180000.0
COL-02262,LN-HM-02262,Hypothecation,1240000.0
COL-02263,LN-HM-02263,Mortgage,4480000.0
COL-02264,LN-HM-02264,Hypothecation,2530000.0
COL-02265,LN-HM-02265,None,0.0
COL-02266,LN-HM-02266,Mortgage,3380000.0
COL-02267,LN-HM-02267,Hypothecation,500000.0
COL-02268,LN-HM-02268,None,0.0
COL-02269,LN-HM-02269,Mortgage,5160000.0
COL-02270,LN-HM-02270,None,0.0
COL-02271,LN-HM-02271,Mortgage,8380000.0
COL-02272,LN-HM-02272,Mortgage,10050000.0
COL-02273,LN-HM-02273,Mortgage,5030000.0
COL-02274,LN-HM-02274,Mortgage,3030000.0
COL-02275,LN-HM-02275,None,0.0
COL-02276,LN-HM-02276,Mortgage,4030000.0
COL-02277,LN-HM-02277,None,0.0
COL-02278,LN-HM-02278,Mortgage,5800000.0
COL-02279,LN-HM-02279,Hypothecation,1050000.0
COL-02280,LN-HM-02280,Mortgage,4340000.0
COL-02281,LN-HM-02281,None,0.0
COL-02282,LN-HM-02282,Hypothecation,860000.0
COL-02283,LN-HM-02283,Mortgage,3300000.0
COL-02284,LN-HM-02284,Mortgage,3020000.0
COL-02285,LN-HM-02285,Mortgage,4850000.0
COL-02286,LN-HM-02286,Mortgage,4140000.0
COL-02287,LN-HM-02287,Mortgage,4600000.0
COL-02288,LN-HM-02288,None,0.0
COL-02289,LN-HM-02289,Mortgage,2930000.0
COL-02290,LN-HM-02290,Mortgage,1970000.0
COL-02291,LN-HM-02291,Hypothecation,560000.0
COL-02292,LN-HM-02292,None,0.0
COL-02293,LN-HM-02293,Mortgage,1580000.0
COL-02294,LN-HM-02294,None,0.0
COL-02295,LN-HM-02295,Mortgage,15320000.0
COL-02296,LN-HM-02296,Mortgage,2150000.0
COL-02297,LN-HM-02297,Mortgage,3750000.0
COL-02298,LN-HM-02298,Mortgage,2480000.0
COL-02299,LN-HM-02299,None,0.0
COL-02300,LN-HM-02300,Mortgage,4190000.0
COL-02301,LN-HM-02301,Mortgage,2930000.0
COL-02302,LN-HM-02302,Mortgage,1840000.0
COL-02303,LN-HM-02303,Hypothecation,970000.0
COL-02304,LN-HM-02304,Mortgage,4650000.0
COL-02305,LN-HM-02305,None,0.0
COL-02306,LN-HM-02306,Hypothecation,1640000.0
COL-02307,LN-HM-02307,Mortgage,5200000.0
COL-02308,LN-HM-02308,None,0.0
COL-02309,LN-HM-02309,Hypothecation,1550000.0
COL-02310,LN-HM-02310,Mortgage,4170000.0
COL-02311,LN-HM-02311,Mortgage,2210000.0
COL-02312,LN-HM-02312,None,0.0
COL-02313,LN-HM-02313,Hypothecation,2580000.0
COL-02314,LN-HM-02314,Mortgage,3040000.0
COL-02315,LN-HM-02315,None,0.0
COL-02316,LN-HM-02316,None,0.0
COL-02317,LN-HM-02317,None,0.0
COL-02318,LN-HM-02318,None,0.0
COL-02319,LN-HM-02319,None,0.0
COL-02320,LN-HM-02320,None,0.0
COL-02321,LN-HM-02321,Hypothecation,920000.0
COL-02322,LN-HM-02322,None,0.0
COL-02323,LN-HM-02323,Hypothecation,1030000.0
COL-02324,LN-HM-02324,Mortgage,3530000.0
COL-02325,LN-HM-02325,Hypothecation,1230000.0
COL-02326,LN-HM-02326,None,0.0
COL-02327,LN-HM-02327,None,0.0
COL-02328,LN-HM-02328,Mortgage,8170000.0
COL-02329,LN-HM-02329,None,0.0
COL-02330,LN-HM-02330,None,0.0
COL-02331,LN-HM-02331,None,0.0
COL-02332,LN-HM-02332,None,0.0
COL-02333,LN-HM-02333,Hypothecation,1660000.0
COL-02334,LN-HM-02334,Hypothecation,2730000.0
COL-02335,LN-HM-02335,Hypothecation,6060000.0
COL-02336,LN-HM-02336,Mortgage,2800000.0
COL-02337,LN-HM-02337,None,0.0
COL-02338,LN-HM-02338,Mortgage,3550000.0
COL-02339,LN-HM-02339,None,0.0
COL-02340,LN-HM-02340,Mortgage,2930000.0
COL-02341,LN-HM-02341,None,0.0
COL-02342,LN-HM-02342,Hypothecation,1250000.0
COL-02343,LN-HM-02343,Mortgage,4990000.0
COL-02344,LN-HM-02344,Hypothecation,1920000.0
COL-02345,LN-HM-02345,None,0.0
COL-02346,LN-HM-02346,None,0.0
COL-02347,LN-HM-02347,Hypothecation,710000.0
COL-02348,LN-HM-02348,None,0.0
COL-02349,LN-HM-02349,Mortgage,3670000.0
COL-02350,LN-HM-02350,Mortgage,2020000.0
COL-02351,LN-HM-02351,Mortgage,3880000.0
COL-02352,LN-HM-02352,Mortgage,2890000.0
COL-02353,LN-HM-02353,Mortgage,3250000.0
COL-02354,LN-HM-02354,Mortgage,4280000.0
COL-02355,LN-HM-02355,Mortgage,4150000.0
COL-02356,LN-HM-02356,Hypothecation,650000.0
COL-02357,LN-HM-02357,None,0.0
COL-02358,LN-HM-02358,Mortgage,4630000.0
COL-02359,LN-HM-02359,None,0.0
COL-02360,LN-HM-02360,Mortgage,5080000.0
COL-02361,LN-HM-02361,Mortgage,7220000.0
COL-02362,LN-HM-02362,Mortgage,2010000.0
COL-02363,LN-HM-02363,None,0.0
COL-02364,LN-HM-02364,None,0.0
COL-02365,LN-HM-02365,None,0.0
COL-02366,LN-HM-02366,Mortgage,2990000.0
COL-02367,LN-HM-02367,None,0.0
COL-02368,LN-HM-02368,Mortgage,3430000.0
COL-02369,LN-HM-02369,Mortgage,2290000.0
COL-02370,LN-HM-02370,None,0.0
COL-02371,LN-HM-02371,Hypothecation,2850000.0
COL-02372,LN-HM-02372,Mortgage,1650000.0
COL-02373,LN-HM-02373,Hypothecation,1760000.0
COL-02374,LN-HM-02374,None,0.0
COL-02375,LN-HM-02375,Hypothecation,3910000.0
COL-02376,LN-HM-02376,None,0.0
COL-02377,LN-HM-02377,Hypothecation,1630000.0
COL-02378,LN-HM-02378,Mortgage,4960000.0
COL-02379,LN-HM-02379,None,0.0
COL-02380,LN-HM-02380,Mortgage,5230000.0
COL-02381,LN-HM-02381,Mortgage,13290000.0
COL-02382,LN-HM-02382,Hypothecation,820000.0
COL-02383,LN-HM-02383,Mortgage,1630000.0
COL-02384,LN-HM-02384,None,0.0
COL-02385,LN-HM-02385,Hypothecation,940000.0
COL-02386,LN-HM-02386,Mortgage,5030000.0
COL-02387,LN-HM-02387,None,0.0
COL-02388,LN-HM-02388,Mortgage,7350000.0
COL-02389,LN-HM-02389,Mortgage,3060000.0
COL-02390,LN-HM-02390,Mortgage,4330000.0
COL-02391,LN-HM-02391,Mortgage,5680000.0
COL-02392,LN-HM-02392,Hypothecation,3610000.0
COL-02393,LN-HM-02393,Mortgage,4410000.0
COL-02394,LN-HM-02394,Hypothecation,3560000.0
COL-02395,LN-HM-02395,Mortgage,8280000.0
COL-02396,LN-HM-02396,Mortgage,3450000.0
COL-02397,LN-HM-02397,Hypothecation,1440000.0
COL-02398,LN-HM-02398,None,0.0
COL-02399,LN-HM-02399,Mortgage,9900000.0
COL-02400,LN-HM-02400,Hypothecation,930000.0
COL-02401,LN-HM-02401,Mortgage,2420000.0
COL-02402,LN-HM-02402,Mortgage,4610000.0
COL-02403,LN-HM-02403,Mortgage,2440000.0
COL-02404,LN-HM-02404,Mortgage,2510000.0
COL-02405,LN-HM-02405,Mortgage,8660000.0
COL-02406,LN-HM-02406,None,0.0
COL-02407,LN-HM-02407,Mortgage,2080000.0
COL-02408,LN-HM-02408,None,0.0
COL-02409,LN-HM-02409,Hypothecation,6330000.0
COL-02410,LN-HM-02410,Mortgage,5540000.0
COL-02411,LN-HM-02411,Mortgage,11440000.0
COL-02412,LN-HM-02412,Mortgage,6860000.0
COL-02413,LN-HM-02413,Hypothecation,1220000.0
COL-02414,LN-HM-02414,Hypothecation,1850000.0
COL-02415,LN-HM-02415,None,0.0
COL-02416,LN-HM-02416,None,0.0
COL-02417,LN-HM-02417,Mortgage,1600000.0
COL-02418,LN-HM-02418,Mortgage,3060000.0
COL-02419,LN-HM-02419,Hypothecation,470000.0
COL-02420,LN-HM-02420,Mortgage,2510000.0
COL-02421,LN-HM-02421,Mortgage,1350000.0
COL-02422,LN-HM-02422,Hypothecation,2000000.0
COL-02423,LN-HM-02423,Mortgage,2840000.0
COL-02424,LN-HM-02424,Mortgage,6110000.0
COL-02425,LN-HM-02425,None,0.0
COL-02426,LN-HM-02426,None,0.0
COL-02427,LN-HM-02427,Mortgage,1410000.0
COL-02428,LN-HM-02428,Mortgage,10920000.0
COL-02429,LN-HM-02429,Mortgage,5320000.0
COL-02430,LN-HM-02430,Hypothecation,1350000.0
COL-02431,LN-HM-02431,Mortgage,11300000.0
COL-02432,LN-HM-02432,None,0.0
COL-02433,LN-HM-02433,None,0.0
COL-02434,LN-HM-02434,Mortgage,6430000.0
COL-02435,LN-HM-02435,Mortgage,1670000.0
COL-02436,LN-HM-02436,Mortgage,4470000.0
COL-02437,LN-HM-02437,None,0.0
COL-02438,LN-HM-02438,Mortgage,4180000.0
COL-02439,LN-HM-02439,Hypothecation,490000.0
COL-02440,LN-HM-02440,None,0.0
COL-02441,LN-HM-02441,None,0.0
COL-02442,LN-HM-02442,Hypothecation,1060000.0
COL-02443,LN-HM-02443,None,0.0
COL-02444,LN-HM-02444,Hypothecation,3880000.0
COL-02445,LN-HM-02445,None,0.0
COL-02446,LN-HM-02446,Hypothecation,1890000.0
COL-02447,LN-HM-02447,Mortgage,4650000.0
COL-02448,LN-HM-02448,Mortgage,1350000.0
COL-02449,LN-HM-02449,Mortgage,5340000.0
COL-02450,LN-HM-02450,None,0.0
COL-02451,LN-HM-02451,None,0.0
COL-02452,LN-HM-02452,Mortgage,10390000.0
COL-02453,LN-HM-02453,Mortgage,8240000.0
COL-02454,LN-HM-02454,Mortgage,7740000.0
COL-02455,LN-HM-02455,Mortgage,5750000.0
COL-02456,LN-HM-02456,Mortgage,1880000.0
COL-02457,LN-HM-02457,Hypothecation,1240000.0
COL-02458,LN-HM-02458,Mortgage,3770000.0
COL-02459,LN-HM-02459,Mortgage,4470000.0
COL-02460,LN-HM-02460,Hypothecation,790000.0
COL-02461,LN-HM-02461,Hypothecation,730000.0
COL-02462,LN-HM-02462,None,0.0
COL-02463,LN-HM-02463,Mortgage,2730000.0
COL-02464,LN-HM-02464,Mortgage,1950000.0
COL-02465,LN-HM-02465,Mortgage,2010000.0
COL-02466,LN-HM-02466,Mortgage,4560000.0
COL-02467,LN-HM-02467,Hypothecation,490000.0
COL-02468,LN-HM-02468,None,0.0
COL-02469,LN-HM-02469,Mortgage,7990000.0
COL-02470,LN-HM-02470,None,0.0
COL-02471,LN-HM-02471,Mortgage,4320000.0
COL-02472,LN-HM-02472,Mortgage,1160000.0
COL-02473,LN-HM-02473,Mortgage,2790000.0
COL-02474,LN-HM-02474,None,0.0
COL-02475,LN-HM-02475,Mortgage,6030000.0
COL-02476,LN-HM-02476,None,0.0
COL-02477,LN-HM-02477,Mortgage,10450000.0
COL-02478,LN-HM-02478,None,0.0
COL-02479,LN-HM-02479,None,0.0
COL-02480,LN-HM-02480,Mortgage,11250000.0
COL-02481,LN-HM-02481,None,0.0
COL-02482,LN-HM-02482,None,0.0
COL-02483,LN-HM-02483,Hypothecation,1600000.0
COL-02484,LN-HM-02484,None,0.0
COL-02485,LN-HM-02485,Mortgage,1960000.0
COL-02486,LN-HM-02486,None,0.0
COL-02487,LN-HM-02487,None,0.0
COL-02488,LN-HM-02488,Mortgage,5800000.0
COL-02489,LN-HM-02489,Mortgage,5050000.0
COL-02490,LN-HM-02490,None,0.0
COL-02491,LN-HM-02491,Mortgage,13470000.0
COL-02492,LN-HM-02492,None,0.0
COL-02493,LN-HM-02493,Mortgage,2280000.0
COL-02494,LN-HM-02494,None,0.0
COL-02495,LN-HM-02495,None,0.0
COL-02496,LN-HM-02496,Hypothecation,1730000.0
COL-02497,LN-HM-02497,Mortgage,2360000.0
COL-02498,LN-HM-02498,None,0.0
COL-02499,LN-HM-02499,Hypothecation,3690000.0
COL-02500,LN-HM-02500,Mortgage,4770000.0
COL-02501,LN-HM-02501,Mortgage,5700000.0
COL-02502,LN-HM-02502,None,0.0
COL-02503,LN-HM-02503,Mortgage,5820000.0
COL-02504,LN-HM-02504,Mortgage,4070000.0
COL-02505,LN-HM-02505,Mortgage,2850000.0
COL-02506,LN-HM-02506,None,0.0
COL-02507,LN-HM-02507,Mortgage,2870000.0
COL-02508,LN-HM-02508,None,0.0
COL-02509,LN-HM-02509,Mortgage,1260000.0
COL-02510,LN-HM-02510,Mortgage,1610000.0
COL-02511,LN-HM-02511,None,0.0
COL-02512,LN-HM-02512,Mortgage,4500000.0
COL-02513,LN-HM-02513,Mortgage,1870000.0
COL-02514,LN-HM-02514,Mortgage,5200000.0
COL-02515,LN-HM-02515,Mortgage,860000.0
COL-02516,LN-HM-02516,Mortgage,8780000.0
COL-02517,LN-HM-02517,Mortgage,7590000.0
COL-02518,LN-HM-02518,Mortgage,1700000.0
COL-02519,LN-HM-02519,Hypothecation,1300000.0
COL-02520,LN-HM-02520,Mortgage,3690000.0
COL-02521,LN-HM-02521,None,0.0
COL-02522,LN-HM-02522,Mortgage,17680000.0
COL-02523,LN-HM-02523,None,0.0
COL-02524,LN-HM-02524,Mortgage,1830000.0
COL-02525,LN-HM-02525,Mortgage,4210000.0
COL-02526,LN-HM-02526,None,0.0
COL-02527,LN-HM-02527,Mortgage,5840000.0
COL-02528,LN-HM-02528,Mortgage,11470000.0
COL-02529,LN-HM-02529,Mortgage,5940000.0
COL-02530,LN-HM-02530,Mortgage,3150000.0
COL-02531,LN-HM-02531,Hypothecation,1980000.0
COL-02532,LN-HM-02532,None,0.0
COL-02533,LN-HM-02533,Mortgage,2310000.0
COL-02534,LN-HM-02534,Mortgage,2660000.0
COL-02535,LN-HM-02535,None,0.0
COL-02536,LN-HM-02536,Mortgage,6450000.0
COL-02537,LN-HM-02537,Mortgage,4310000.0
COL-02538,LN-HM-02538,Mortgage,4280000.0
COL-02539,LN-HM-02539,Hypothecation,1660000.0
COL-02540,LN-HM-02540,None,0.0
COL-02541,LN-HM-02541,Mortgage,6940000.0
COL-02542,LN-HM-02542,Hypothecation,3070000.0
COL-02543,LN-HM-02543,None,0.0
COL-02544,LN-HM-02544,Mortgage,3520000.0
COL-02545,LN-HM-02545,None,0.0
COL-02546,LN-HM-02546,None,0.0
COL-02547,LN-HM-02547,Mortgage,6550000.0
COL-02548,LN-HM-02548,Mortgage,10560000.0
COL-02549,LN-HM-02549,None,0.0
COL-02550,LN-HM-02550,Hypothecation,3660000.0
COL-02551,LN-HM-02551,Mortgage,2640000.0
COL-02552,LN-HM-02552,Mortgage,2860000.0
COL-02553,LN-HM-02553,None,0.0
COL-02554,LN-HM-02554,None,0.0
COL-02555,LN-HM-02555,None,0.0
COL-02556,LN-HM-02556,Hypothecation,2800000.0
COL-02557,LN-HM-02557,Hypothecation,1260000.0
COL-02558,LN-HM-02558,Mortgage,6470000.0
COL-02559,LN-HM-02559,None,0.0
COL-02560,LN-HM-02560,Mortgage,2760000.0
COL-02561,LN-HM-02561,Mortgage,1940000.0
COL-02562,LN-HM-02562,Hypothecation,1080000.0
COL-02563,LN-HM-02563,None,0.0
COL-02564,LN-HM-02564,Hypothecation,1810000.0
COL-02565,LN-HM-02565,None,0.0
COL-02566,LN-HM-02566,Mortgage,1570000.0
COL-02567,LN-HM-02567,Hypothecation,950000.0
COL-02568,LN-HM-02568,Mortgage,8890000.0
COL-02569,LN-HM-02569,Mortgage,1290000.0
COL-02570,LN-HM-02570,Mortgage,1810000.0
COL-02571,LN-HM-02571,Mortgage,4100000.0
COL-02572,LN-HM-02572,Hypothecation,2430000.0
COL-02573,LN-HM-02573,Mortgage,3670000.0
COL-02574,LN-HM-02574,Hypothecation,1700000.0
COL-02575,LN-HM-02575,None,0.0
COL-02576,LN-HM-02576,Mortgage,2480000.0
COL-02577,LN-HM-02577,None,0.0
COL-02578,LN-HM-02578,Mortgage,6830000.0
COL-02579,LN-HM-02579,Mortgage,2310000.0
COL-02580,LN-HM-02580,Mortgage,3020000.0
COL-02581,LN-HM-02581,None,0.0
COL-02582,LN-HM-02582,None,0.0
COL-02583,LN-HM-02583,Mortgage,2000000.0
COL-02584,LN-HM-02584,None,0.0
COL-02585,LN-HM-02585,Mortgage,7720000.0
COL-02586,LN-HM-02586,Hypothecation,1250000.0
COL-02587,LN-HM-02587,None,0.0
COL-02588,LN-HM-02588,Mortgage,1960000.0
COL-02589,LN-HM-02589,None,0.0
COL-02590,LN-HM-02590,None,0.0
COL-02591,LN-HM-02591,Mortgage,1650000.0
COL-02592,LN-HM-02592,Mortgage,6190000.0
COL-02593,LN-HM-02593,Hypothecation,760000.0
COL-02594,LN-HM-02594,Mortgage,1760000.0
COL-02595,LN-HM-02595,Hypothecation,1310000.0
COL-02596,LN-HM-02596,None,0.0
COL-02597,LN-HM-02597,Mortgage,13900000.0
COL-02598,LN-HM-02598,Mortgage,9280000.0
COL-02599,LN-HM-02599,None,0.0
COL-02600,LN-HM-02600,None,0.0
COL-02601,LN-HM-02601,Mortgage,1990000.0
COL-02602,LN-HM-02602,Mortgage,7810000.0
COL-02603,LN-HM-02603,Mortgage,8270000.0
COL-02604,LN-HM-02604,Hypothecation,3450000.0
COL-02605,LN-HM-02605,Hypothecation,2710000.0
COL-02606,LN-HM-02606,None,0.0
COL-02607,LN-HM-02607,Mortgage,4540000.0
COL-02608,LN-HM-02608,Mortgage,2980000.0
COL-02609,LN-HM-02609,Mortgage,6850000.0
COL-02610,LN-HM-02610,Mortgage,6320000.0
COL-02611,LN-HM-02611,Hypothecation,2020000.0
COL-02612,LN-HM-02612,Mortgage,4140000.0
COL-02613,LN-HM-02613,Mortgage,8990000.0
COL-02614,LN-HM-02614,Mortgage,9160000.0
COL-02615,LN-HM-02615,Mortgage,4820000.0
COL-02616,LN-HM-02616,None,0.0
COL-02617,LN-HM-02617,None,0.0
COL-02618,LN-HM-02618,None,0.0
COL-02619,LN-HM-02619,None,0.0
COL-02620,LN-HM-02620,Mortgage,4260000.0
COL-02621,LN-HM-02621,None,0.0
COL-02622,LN-HM-02622,Mortgage,11310000.0
COL-02623,LN-HM-02623,Hypothecation,860000.0
COL-02624,LN-HM-02624,Hypothecation,3820000.0
COL-02625,LN-HM-02625,None,0.0
COL-02626,LN-HM-02626,Mortgage,4270000.0
COL-02627,LN-HM-02627,None,0.0
COL-02628,LN-HM-02628,None,0.0
COL-02629,LN-HM-02629,Hypothecation,1800000.0
COL-02630,LN-HM-02630,Mortgage,2920000.0
COL-02631,LN-HM-02631,Mortgage,6580000.0
COL-02632,LN-HM-02632,Mortgage,8790000.0
COL-02633,LN-HM-02633,Hypothecation,1690000.0
COL-02634,LN-HM-02634,None,0.0
COL-02635,LN-HM-02635,None,0.0
COL-02636,LN-HM-02636,None,0.0
COL-02637,LN-HM-02637,Hypothecation,9110000.0
COL-02638,LN-HM-02638,None,0.0
COL-02639,LN-HM-02639,Mortgage,8750000.0
COL-02640,LN-HM-02640,Mortgage,7550000.0
COL-02641,LN-HM-02641,Mortgage,1540000.0
COL-02642,LN-HM-02642,Mortgage,9610000.0
COL-02643,LN-HM-02643,None,0.0
COL-02644,LN-HM-02644,None,0.0
COL-02645,LN-HM-02645,Hypothecation,1900000.0
COL-02646,LN-HM-02646,None,0.0
COL-02647,LN-HM-02647,Mortgage,7880000.0
COL-02648,LN-HM-02648,Mortgage,4230000.0
COL-02649,LN-HM-02649,Hypothecation,2520000.0
COL-02650,LN-HM-02650,Hypothecation,550000.0
COL-02651,LN-HM-02651,Mortgage,1690000.0
COL-02652,LN-HM-02652,Hypothecation,1400000.0
COL-02653,LN-HM-02653,None,0.0
COL-02654,LN-HM-02654,Hypothecation,1510000.0
COL-02655,LN-HM-02655,Hypothecation,420000.0
COL-02656,LN-HM-02656,Mortgage,1800000.0
COL-02657,LN-HM-02657,Mortgage,6190000.0
COL-02658,LN-HM-02658,None,0.0
COL-02659,LN-HM-02659,Mortgage,13270000.0
COL-02660,LN-HM-02660,Mortgage,5360000.0
COL-02661,LN-HM-02661,Mortgage,2220000.0
COL-02662,LN-HM-02662,None,0.0
COL-02663,LN-HM-02663,None,0.0
COL-02664,LN-HM-02664,Mortgage,6980000.0
COL-02665,LN-HM-02665,None,0.0
COL-02666,LN-HM-02666,Mortgage,3660000.0
COL-02667,LN-HM-02667,Mortgage,7380000.0
COL-02668,LN-HM-02668,Hypothecation,850000.0
COL-02669,LN-HM-02669,None,0.0
COL-02670,LN-HM-02670,None,0.0
COL-02671,LN-HM-02671,Hypothecation,1180000.0
COL-02672,LN-HM-02672,Mortgage,3680000.0
COL-02673,LN-HM-02673,None,0.0
COL-02674,LN-HM-02674,Hypothecation,3630000.0
COL-02675,LN-HM-02675,Mortgage,2370000.0
COL-02676,LN-HM-02676,Mortgage,2520000.0
COL-02677,LN-HM-02677,Hypothecation,3030000.0
COL-02678,LN-HM-02678,Hypothecation,2260000.0
COL-02679,LN-HM-02679,None,0.0
COL-02680,LN-HM-02680,Mortgage,2970000.0
COL-02681,LN-HM-02681,Mortgage,3240000.0
COL-02682,LN-HM-02682,Mortgage,7000000.0
COL-02683,LN-HM-02683,Mortgage,3080000.0
COL-02684,LN-HM-02684,Mortgage,4230000.0
COL-02685,LN-HM-02685,Hypothecation,1800000.0
COL-02686,LN-HM-02686,None,0.0
COL-02687,LN-HM-02687,Mortgage,6640000.0
COL-02688,LN-HM-02688,Hypothecation,2690000.0
COL-02689,LN-HM-02689,Hypothecation,1730000.0
COL-02690,LN-HM-02690,Hypothecation,1930000.0
COL-02691,LN-HM-02691,Mortgage,11000000.0
COL-02692,LN-HM-02692,None,0.0
COL-02693,LN-HM-02693,Hypothecation,1870000.0
COL-02694,LN-HM-02694,Hypothecation,950000.0
COL-02695,LN-HM-02695,None,0.0
COL-02696,LN-HM-02696,Mortgage,3510000.0
COL-02697,LN-HM-02697,Mortgage,2180000.0
COL-02698,LN-HM-02698,Hypothecation,1360000.0
COL-02699,LN-HM-02699,Mortgage,2510000.0
COL-02700,LN-HM-02700,Mortgage,2710000.0
COL-02701,LN-HM-02701,Mortgage,7300000.0
COL-02702,LN-HM-02702,Mortgage,6300000.0
COL-02703,LN-HM-02703,None,0.0
COL-02704,LN-HM-02704,Mortgage,7200000.0
COL-02705,LN-HM-02705,None,0.0
COL-02706,LN-HM-02706,Mortgage,3230000.0
COL-02707,LN-HM-02707,Mortgage,7010000.0
COL-02708,LN-HM-02708,Mortgage,7400000.0
COL-02709,LN-HM-02709,Mortgage,2890000.0
COL-02710,LN-HM-02710,Hypothecation,950000.0
COL-02711,LN-HM-02711,Mortgage,9810000.0
COL-02712,LN-HM-02712,Mortgage,5910000.0
COL-02713,LN-HM-02713,Mortgage,3470000.0
COL-02714,LN-HM-02714,Mortgage,7740000.0
COL-02715,LN-HM-02715,None,0.0
COL-02716,LN-HM-02716,Hypothecation,1110000.0
COL-02717,LN-HM-02717,Mortgage,2190000.0
COL-02718,LN-HM-02718,None,0.0
COL-02719,LN-HM-02719,None,0.0
COL-02720,LN-HM-02720,Hypothecation,3280000.0
COL-02721,LN-HM-02721,None,0.0
COL-02722,LN-HM-02722,Mortgage,4440000.0
COL-02723,LN-HM-02723,None,0.0
COL-02724,LN-HM-02724,None,0.0
COL-02725,LN-HM-02725,Mortgage,4870000.0
COL-02726,LN-HM-02726,Mortgage,7320000.0
COL-02727,LN-HM-02727,Hypothecation,1630000.0
COL-02728,LN-HM-02728,Mortgage,3670000.0
COL-02729,LN-HM-02729,Mortgage,2850000.0
COL-02730,LN-HM-02730,None,0.0
COL-02731,LN-HM-02731,None,0.0
COL-02732,LN-HM-02732,Mortgage,7770000.0
COL-02733,LN-HM-02733,Mortgage,3940000.0
COL-02734,LN-HM-02734,Hypothecation,3210000.0
COL-02735,LN-HM-02735,Mortgage,4970000.0
COL-02736,LN-HM-02736,Mortgage,1860000.0
COL-02737,LN-HM-02737,Mortgage,3540000.0
COL-02738,LN-HM-02738,Mortgage,4200000.0
COL-02739,LN-HM-02739,Hypothecation,1370000.0
COL-02740,LN-HM-02740,Mortgage,6620000.0
COL-02741,LN-HM-02741,Mortgage,4030000.0
COL-02742,LN-HM-02742,Mortgage,3510000.0
COL-02743,LN-HM-02743,Mortgage,2760000.0
COL-02744,LN-HM-02744,Mortgage,2940000.0
COL-02745,LN-HM-02745,Mortgage,3780000.0
COL-02746,LN-HM-02746,None,0.0
COL-02747,LN-HM-02747,Hypothecation,530000.0
COL-02748,LN-HM-02748,Mortgage,8700000.0
COL-02749,LN-HM-02749,Mortgage,5990000.0
COL-02750,LN-HM-02750,Mortgage,3300000.0
COL-02751,LN-HM-02751,Mortgage,5740000.0
COL-02752,LN-HM-02752,None,0.0
COL-02753,LN-HM-02753,None,0.0
COL-02754,LN-HM-02754,None,0.0
COL-02755,LN-HM-02755,Mortgage,6010000.0
COL-02756,LN-HM-02756,None,0.0
COL-02757,LN-HM-02757,None,0.0
COL-02758,LN-HM-02758,Mortgage,8200000.0
COL-02759,LN-HM-02759,Hypothecation,1860000.0
COL-02760,LN-HM-02760,Mortgage,4280000.0
COL-02761,LN-HM-02761,Mortgage,2510000.0
COL-02762,LN-HM-02762,Mortgage,2370000.0
COL-02763,LN-HM-02763,None,0.0
COL-02764,LN-HM-02764,None,0.0
COL-02765,LN-HM-02765,Mortgage,2900000.0
COL-02766,LN-HM-02766,Hypothecation,510000.0
COL-02767,LN-HM-02767,Mortgage,4660000.0
COL-02768,LN-HM-02768,Mortgage,3140000.0
COL-02769,LN-HM-02769,None,0.0
COL-02770,LN-HM-02770,None,0.0
COL-02771,LN-HM-02771,Hypothecation,940000.0
COL-02772,LN-HM-02772,None,0.0
COL-02773,LN-HM-02773,Mortgage,3720000.0
COL-02774,LN-HM-02774,Mortgage,1460000.0
COL-02775,LN-HM-02775,Mortgage,9370000.0
COL-02776,LN-HM-02776,Hypothecation,1360000.0
COL-02777,LN-HM-02777,None,0.0
COL-02778,LN-HM-02778,Mortgage,3350000.0
COL-02779,LN-HM-02779,Hypothecation,1410000.0
COL-02780,LN-HM-02780,None,0.0
COL-02781,LN-HM-02781,Hypothecation,1110000.0
COL-02782,LN-HM-02782,Mortgage,2500000.0
COL-02783,LN-HM-02783,Hypothecation,1310000.0
COL-02784,LN-HM-02784,None,0.0
COL-02785,LN-HM-02785,Hypothecation,870000.0
COL-02786,LN-HM-02786,None,0.0
COL-02787,LN-HM-02787,Mortgage,10570000.0
COL-02788,LN-HM-02788,Hypothecation,1250000.0
COL-02789,LN-HM-02789,Mortgage,4870000.0
COL-02790,LN-HM-02790,Hypothecation,1740000.0
COL-02791,LN-HM-02791,Mortgage,1860000.0
COL-02792,LN-HM-02792,Mortgage,2820000.0
COL-02793,LN-HM-02793,None,0.0
COL-02794,LN-HM-02794,Hypothecation,1590000.0
COL-02795,LN-HM-02795,Mortgage,3530000.0
COL-02796,LN-HM-02796,Hypothecation,2720000.0
COL-02797,LN-HM-02797,Hypothecation,1300000.0
COL-02798,LN-HM-02798,Mortgage,6110000.0
COL-02799,LN-HM-02799,None,0.0
COL-02800,LN-HM-02800,None,0.0
COL-02801,LN-HM-02801,None,0.0
COL-02802,LN-HM-02802,Mortgage,1510000.0
COL-02803,LN-HM-02803,Mortgage,3570000.0
COL-02804,LN-HM-02804,Mortgage,4860000.0
COL-02805,LN-HM-02805,None,0.0
COL-02806,LN-HM-02806,Mortgage,7260000.0
COL-02807,LN-HM-02807,Hypothecation,740000.0
COL-02808,LN-HM-02808,None,0.0
COL-02809,LN-HM-02809,None,0.0
COL-02810,LN-HM-02810,None,0.0
