BUREAU_ID,CUSTOMER_ID,CREDIT_SCORE,ACTIVE_LINES,INQUIRIES_6M
BUR-02598,RET-02598,720,2,0
BUR-02599,RET-02599,809,2,0
BUR-02600,RET-02600,458,1,0
BUR-02601,RET-02601,581,1,1
BUR-02602,RET-02602,720,5,1
BUR-02603,RET-02603,771,3,1
BUR-02604,RET-02604,786,3,0
BUR-02605,RET-02605,836,2,1
BUR-02606,RET-02606,769,3,0
BUR-02607,RET-02607,605,2,1
BUR-02608,RET-02608,818,3,1
BUR-02609,RET-02609,687,1,2
BUR-02610,RET-02610,699,2,0
BUR-02611,RET-02611,657,3,0
BUR-02612,RET-02612,661,3,0
BUR-02613,RET-02613,570,1,1
BUR-02614,RET-02614,707,1,2
BUR-02615,RET-02615,625,2,0
BUR-02616,RET-02616,867,2,1
BUR-02617,RET-02617,753,5,0
BUR-02618,RET-02618,766,3,0
BUR-02619,RET-02619,518,1,1
BUR-02620,RET-02620,595,2,0
BUR-02621,RET-02621,759,3,0
BUR-02622,RET-02622,598,5,0
BUR-02623,RET-02623,690,5,0
BUR-02624,RET-02624,581,2,0
BUR-02625,RET-02625,666,1,0
BUR-02626,RET-02626,686,5,2
BUR-02627,RET-02627,783,3,0
BUR-02628,RET-02628,802,1,2
BUR-02629,RET-02629,789,4,2
BUR-02630,RET-02630,812,3,2
BUR-02631,RET-02631,509,1,1
BUR-02632,RET-02632,601,0,0
BUR-02633,RET-02633,858,4,2
BUR-02634,RET-02634,667,1,2
BUR-02635,RET-02635,713,1,0
BUR-02636,RET-02636,824,1,0
BUR-02637,RET-02637,834,1,0
BUR-02638,RET-02638,757,2,0
BUR-02639,RET-02639,752,2,0
BUR-02640,RET-02640,646,2,0
BUR-02641,RET-02641,612,4,1
BUR-02642,RET-02642,646,3,1
BUR-02643,RET-02643,688,1,1
BUR-02644,RET-02644,694,6,2
BUR-02645,RET-02645,841,3,1
BUR-02646,RET-02646,636,2,1
BUR-02647,RET-02647,534,5,0
BUR-02648,RET-02648,841,0,0
BUR-02649,RET-02649,610,3,2
BUR-02650,RET-02650,771,2,3
BUR-02651,RET-02651,626,5,0
BUR-02652,RET-02652,633,0,0
BUR-02653,RET-02653,891,1,1
BUR-02654,RET-02654,738,3,1
BUR-02655,RET-02655,709,3,0
BUR-02656,RET-02656,878,2,0
BUR-02657,RET-02657,717,1,1
BUR-02658,RET-02658,594,0,1
BUR-02659,RET-02659,588,1,2
BUR-02660,RET-02660,687,2,0
BUR-02661,RET-02661,668,1,3
BUR-02662,RET-02662,582,5,1
BUR-02663,RET-02663,759,2,0
BUR-02664,RET-02664,658,1,0
BUR-02665,RET-02665,850,4,0
BUR-02666,RET-02666,519,1,0
BUR-02667,RET-02667,796,1,0
BUR-02668,RET-02668,525,3,0
BUR-02669,RET-02669,770,2,0
BUR-02670,RET-02670,845,0,2
BUR-02671,RET-02671,639,1,1
BUR-02672,RET-02672,663,0,1
BUR-02673,RET-02673,846,1,0
BUR-02674,RET-02674,838,3,0
BUR-02675,RET-02675,593,3,0
BUR-02676,RET-02676,776,1,0
BUR-02677,RET-02677,834,2,1
BUR-02678,RET-02678,851,2,2
BUR-02679,RET-02679,783,5,2
BUR-02680,RET-02680,595,6,0
BUR-02681,RET-02681,790,3,0
BUR-02682,RET-02682,467,3,0
BUR-02683,RET-02683,762,0,2
BUR-02684,RET-02684,738,3,1
BUR-02685,RET-02685,722,2,0
BUR-02686,RET-02686,745,4,1
BUR-02687,RET-02687,686,5,0
BUR-02688,RET-02688,738,4,1
BUR-02689,RET-02689,737,4,0
BUR-02690,RET-02690,713,1,1
BUR-02691,RET-02691,854,1,0
BUR-02692,RET-02692,772,0,1
BUR-02693,RET-02693,821,4,2
BUR-02694,RET-02694,820,1,1
BUR-02695,RET-02695,615,4,1
BUR-02696,RET-02696,705,2,0
BUR-02697,RET-02697,834,2,0
BUR-02698,RET-02698,807,0,0
BUR-02699,RET-02699,863,3,0
BUR-02700,RET-02700,757,4,0
BUR-02701,RET-02701,628,1,0
BUR-02702,RET-02702,746,3,0
BUR-02703,RET-02703,538,2,0
BUR-02704,RET-02704,803,5,2
BUR-02705,RET-02705,740,1,1
BUR-02706,RET-02706,742,5,0
BUR-02707,RET-02707,821,0,1
BUR-02708,RET-02708,879,4,1
BUR-02709,RET-02709,759,1,1
BUR-02710,RET-02710,860,1,1
BUR-02711,RET-02711,781,3,1
BUR-02712,RET-02712,894,0,0
BUR-02713,RET-02713,653,0,0
BUR-02714,RET-02714,686,0,1
BUR-02715,RET-02715,732,3,1
BUR-02716,RET-02716,535,1,0
BUR-02717,RET-02717,500,3,0
BUR-02718,RET-02718,765,0,0
BUR-02719,RET-02719,824,6,1
BUR-02720,RET-02720,679,2,1
BUR-02721,RET-02721,781,3,0
BUR-02722,RET-02722,739,2,1
BUR-02723,RET-02723,699,2,0
BUR-02724,RET-02724,759,3,0
BUR-02725,RET-02725,818,1,0
BUR-02726,RET-02726,852,3,0
BUR-02727,RET-02727,724,2,0
BUR-02728,RET-02728,762,0,2
BUR-02729,RET-02729,851,4,2
BUR-02730,RET-02730,773,0,1
BUR-02731,RET-02731,769,2,0
BUR-02732,RET-02732,694,3,0
BUR-02733,RET-02733,763,0,2
BUR-02734,RET-02734,553,2,0
BUR-02735,RET-02735,868,3,0
BUR-02736,RET-02736,835,2,2
BUR-02737,RET-02737,846,0,0
BUR-02738,RET-02738,554,1,0
BUR-02739,RET-02739,533,5,0
BUR-02740,RET-02740,849,2,0
BUR-02741,RET-02741,669,2,1
BUR-02742,RET-02742,594,3,0
BUR-02743,RET-02743,753,0,0
BUR-02744,RET-02744,810,3,0
BUR-02745,RET-02745,440,4,0
BUR-02746,RET-02746,625,0,0
BUR-02747,RET-02747,815,2,0
BUR-02748,RET-02748,669,7,1
BUR-02749,RET-02749,555,1,1
BUR-02750,RET-02750,758,2,0
BUR-02751,RET-02751,744,3,0
BUR-02752,RET-02752,696,1,0
BUR-02753,RET-02753,706,0,0
BUR-02754,RET-02754,542,0,0
BUR-02755,RET-02755,799,6,0
BUR-02756,RET-02756,785,4,0
BUR-02757,RET-02757,881,2,0
BUR-02758,RET-02758,757,3,1
BUR-02759,RET-02759,728,2,0
BUR-02760,RET-02760,625,2,0
BUR-02761,RET-02761,680,2,1
BUR-02762,RET-02762,631,5,1
BUR-02763,RET-02763,756,2,1
BUR-02764,RET-02764,646,3,0
BUR-02765,RET-02765,665,0,0
BUR-02766,RET-02766,717,0,0
BUR-02767,RET-02767,619,2,0
BUR-02768,RET-02768,776,1,2
BUR-02769,RET-02769,676,1,0
BUR-02770,RET-02770,797,2,2
BUR-02771,RET-02771,666,3,0
BUR-02772,RET-02772,532,4,0
BUR-02773,RET-02773,586,1,0
BUR-02774,RET-02774,844,4,0
BUR-02775,RET-02775,683,1,1
BUR-02776,RET-02776,770,3,0
BUR-02777,RET-02777,824,1,0
BUR-02778,RET-02778,788,3,1
BUR-02779,RET-02779,697,2,0
BUR-02780,RET-02780,759,0,0
BUR-02781,RET-02781,882,2,0
BUR-02782,RET-02782,833,2,0
BUR-02783,RET-02783,703,2,1
BUR-02784,RET-02784,800,1,0
BUR-02785,RET-02785,650,4,1
BUR-02786,RET-02786,590,0,1
BUR-02787,RET-02787,695,1,0
BUR-02788,RET-02788,696,1,1
BUR-02789,RET-02789,880,4,0
BUR-02790,RET-02790,742,4,1
BUR-02791,RET-02791,771,4,0
BUR-02792,RET-02792,607,2,0
BUR-02793,RET-02793,687,3,0
BUR-02794,RET-02794,746,1,1
BUR-02795,RET-02795,665,1,0
BUR-02796,RET-02796,677,2,2
BUR-02797,RET-02797,711,1,1
BUR-02798,RET-02798,834,2,1
BUR-02799,RET-02799,637,2,0
BUR-02800,RET-02800,700,2,1
BUR-02801,RET-02801,760,3,0
BUR-02802,RET-02802,814,2,0
BUR-02803,RET-02803,478,0,0
BUR-02804,RET-02804,638,0,0
BUR-02805,RET-02805,765,4,0
BUR-02806,RET-02806,667,0,2
BUR-02807,RET-02807,823,1,1
BUR-02808,RET-02808,453,2,1
BUR-02809,RET-02809,636,3,0
BUR-02810,RET-02810,535,4,0
BUR-02811,RET-02811,618,1,0
BUR-02812,RET-02812,871,3,0
BUR-02813,RET-02813,771,1,2
BUR-02814,RET-02814,830,1,2
BUR-02815,RET-02815,836,0,1
BUR-02816,RET-02816,801,2,1
BUR-02817,RET-02817,786,4,1
BUR-02818,RET-02818,676,1,0
BUR-02819,RET-02819,837,0,0
BUR-02820,RET-02820,848,1,0
BUR-02821,RET-02821,827,2,0
BUR-02822,RET-02822,731,6,1
BUR-02823,RET-02823,618,2,0
BUR-02824,RET-02824,752,2,0
BUR-02825,RET-02825,765,1,0
BUR-02826,RET-02826,884,1,0
BUR-02827,RET-02827,736,6,1
BUR-02828,RET-02828,746,3,1
BUR-02829,RET-02829,622,1,1
BUR-02830,RET-02830,691,1,0
BUR-02831,RET-02831,651,3,0
BUR-02832,RET-02832,815,0,0
BUR-02833,RET-02833,773,3,2
BUR-02834,RET-02834,631,1,1
BUR-02835,RET-02835,845,5,0
BUR-02836,RET-02836,651,1,0
BUR-02837,RET-02837,773,2,0
BUR-02838,RET-02838,776,1,0
BUR-02839,RET-02839,647,0,1
BUR-02840,RET-02840,727,0,0
BUR-02841,RET-02841,834,1,0
BUR-02842,RET-02842,420,1,1
BUR-02843,RET-02843,867,2,1
BUR-02844,RET-02844,757,1,2
BUR-02845,RET-02845,675,2,1
BUR-02846,RET-02846,840,1,1
BUR-02847,RET-02847,789,1,1
BUR-02848,RET-02848,748,2,1
BUR-02849,RET-02849,776,1,0
BUR-02850,RET-02850,812,1,2
BUR-02851,RET-02851,783,2,1
BUR-02852,RET-02852,707,1,1
BUR-02853,RET-02853,591,3,1
BUR-02854,RET-02854,841,3,2
BUR-02855,RET-02855,530,4,1
BUR-02856,RET-02856,764,3,0
BUR-02857,RET-02857,794,3,0
BUR-02858,RET-02858,708,3,0
BUR-02859,RET-02859,839,0,0
BUR-02860,RET-02860,692,2,0
BUR-02861,RET-02861,679,2,2
BUR-02862,RET-02862,653,1,0
BUR-02863,RET-02863,778,0,1
BUR-02864,RET-02864,652,2,0
BUR-02865,RET-02865,658,2,1
BUR-02866,RET-02866,741,2,0
BUR-02867,RET-02867,677,2,1
BUR-02868,RET-02868,582,3,0
BUR-02869,RET-02869,769,1,2
BUR-02870,RET-02870,544,3,0
BUR-02871,RET-02871,838,4,0
BUR-02872,RET-02872,862,3,2
BUR-02873,RET-02873,847,1,0
BUR-02874,RET-02874,708,0,0
BUR-02875,RET-02875,548,1,1
BUR-02876,RET-02876,597,2,0
BUR-02877,RET-02877,818,3,0
BUR-02878,RET-02878,810,1,0
BUR-02879,RET-02879,710,0,1
BUR-02880,RET-02880,627,3,0
BUR-02881,RET-02881,717,3,0
BUR-02882,RET-02882,700,0,0
BUR-02883,RET-02883,708,1,0
BUR-02884,RET-02884,690,0,1
BUR-02885,RET-02885,812,0,0
BUR-02886,RET-02886,831,1,0
BUR-02887,RET-02887,751,2,1
BUR-02888,RET-02888,764,4,0
BUR-02889,RET-02889,605,2,1
BUR-02890,RET-02890,678,3,0
BUR-02891,RET-02891,721,2,0
BUR-02892,RET-02892,640,2,0
BUR-02893,RET-02893,844,1,1
BUR-02894,RET-02894,673,1,3
BUR-02895,RET-02895,835,4,0
BUR-02896,RET-02896,847,2,0
BUR-02897,RET-02897,707,1,0
BUR-02898,RET-02898,716,1,2
BUR-02899,RET-02899,773,1,1
BUR-02900,RET-02900,590,2,0
BUR-02901,RET-02901,715,2,0
BUR-02902,RET-02902,837,0,0
BUR-02903,RET-02903,704,1,0
BUR-02904,RET-02904,740,6,0
BUR-02905,RET-02905,702,2,2
BUR-02906,RET-02906,807,2,1
BUR-02907,RET-02907,787,1,1
BUR-02908,RET-02908,830,4,0
BUR-02909,RET-02909,784,7,0
BUR-02910,RET-02910,718,3,0
BUR-02911,RET-02911,809,3,1
BUR-02912,RET-02912,762,3,0
BUR-02913,RET-02913,645,1,0
BUR-02914,RET-02914,807,2,1
BUR-02915,RET-02915,690,3,2
BUR-02916,RET-02916,489,6,0
BUR-02917,RET-02917,687,1,1
BUR-02918,RET-02918,588,4,0
BUR-02919,RET-02919,764,1,0
BUR-02920,RET-02920,545,0,0
BUR-02921,RET-02921,618,3,0
BUR-02922,RET-02922,618,1,0
BUR-02923,RET-02923,535,2,0
BUR-02924,RET-02924,823,1,1
BUR-02925,RET-02925,571,3,0
BUR-02926,RET-02926,883,0,0
BUR-02927,RET-02927,749,2,0
BUR-02928,RET-02928,819,0,0
BUR-02929,RET-02929,748,2,0
BUR-02930,RET-02930,821,2,1
BUR-02931,RET-02931,733,1,1
BUR-02932,RET-02932,797,1,0
BUR-02933,RET-02933,775,2,2
BUR-02934,RET-02934,507,0,0
BUR-02935,RET-02935,713,2,0
BUR-02936,RET-02936,677,3,1
BUR-02937,RET-02937,767,2,0
BUR-02938,RET-02938,785,2,1
BUR-02939,RET-02939,509,2,0
BUR-02940,RET-02940,780,2,0
BUR-02941,RET-02941,753,2,0
BUR-02942,RET-02942,790,1,0
BUR-02943,RET-02943,805,1,0
BUR-02944,RET-02944,718,2,3
BUR-02945,RET-02945,808,3,0
BUR-02946,RET-02946,676,0,0
BUR-02947,RET-02947,703,2,0
BUR-02948,RET-02948,804,2,0
BUR-02949,RET-02949,573,4,0
BUR-02950,RET-02950,821,0,0
BUR-02951,RET-02951,779,1,0
BUR-02952,RET-02952,876,0,1
BUR-02953,RET-02953,789,4,1
BUR-02954,RET-02954,779,4,0
BUR-02955,RET-02955,701,0,0
BUR-02956,RET-02956,781,4,0
BUR-02957,RET-02957,785,3,3
BUR-02958,RET-02958,812,1,2
BUR-02959,RET-02959,773,2,0
BUR-02960,RET-02960,762,4,0
BUR-02961,RET-02961,610,3,0
BUR-02962,RET-02962,715,1,0
BUR-02963,RET-02963,707,2,0
BUR-02964,RET-02964,763,3,0
BUR-02965,RET-02965,844,0,0
BUR-02966,RET-02966,641,2,0
BUR-02967,RET-02967,633,3,1
BUR-02968,RET-02968,855,1,0
BUR-02969,RET-02969,763,2,0
BUR-02970,RET-02970,780,4,1
BUR-02971,RET-02971,715,1,1
BUR-02972,RET-02972,696,2,0
BUR-02973,RET-02973,610,3,0
BUR-02974,RET-02974,777,0,1
BUR-02975,RET-02975,797,3,0
BUR-02976,RET-02976,818,2,1
BUR-02977,RET-02977,753,4,0
BUR-02978,RET-02978,694,2,0
BUR-02979,RET-02979,581,2,1
BUR-02980,RET-02980,696,2,1
BUR-02981,RET-02981,620,1,0
BUR-02982,RET-02982,674,4,0
BUR-02983,RET-02983,736,2,0
BUR-02984,RET-02984,604,2,1
BUR-02985,RET-02985,679,1,1
BUR-02986,RET-02986,657,0,3
BUR-02987,RET-02987,724,2,0
BUR-02988,RET-02988,729,4,1
BUR-02989,RET-02989,759,3,0
BUR-02990,RET-02990,575,2,0
BUR-02991,RET-02991,830,1,0
BUR-02992,RET-02992,643,2,0
BUR-02993,RET-02993,715,1,0
BUR-02994,RET-02994,666,1,0
BUR-02995,RET-02995,660,2,1
BUR-02996,RET-02996,872,1,1
BUR-02997,RET-02997,668,0,1
BUR-02998,RET-02998,855,2,1
BUR-02999,RET-02999,747,2,0
BUR-03000,RET-03000,729,0,0
BUR-03001,RET-03001,663,2,1
BUR-03002,RET-03002,712,0,2
BUR-03003,RET-03003,739,1,0
BUR-03004,RET-03004,648,3,0
BUR-03005,RET-03005,632,1,0
BUR-03006,RET-03006,788,3,0
BUR-03007,RET-03007,834,4,0
BUR-03008,RET-03008,601,1,0
BUR-03009,RET-03009,724,2,0
BUR-03010,RET-03010,683,0,0
BUR-03011,RET-03011,714,1,0
BUR-03012,RET-03012,477,1,0
BUR-03013,RET-03013,615,6,0
BUR-03014,RET-03014,585,3,0
BUR-03015,RET-03015,671,3,1
BUR-03016,RET-03016,803,1,0
BUR-03017,RET-03017,676,1,1
BUR-03018,RET-03018,803,2,0
BUR-03019,RET-03019,761,3,1
BUR-03020,RET-03020,698,5,0
BUR-03021,RET-03021,781,1,0
BUR-03022,RET-03022,668,2,0
BUR-03023,RET-03023,647,4,1
BUR-03024,RET-03024,631,5,0
BUR-03025,RET-03025,884,1,0
BUR-03026,RET-03026,656,1,0
BUR-03027,RET-03027,601,2,0
BUR-03028,RET-03028,850,5,0
BUR-03029,RET-03029,796,1,0
BUR-03030,RET-03030,858,4,0
BUR-03031,RET-03031,670,3,0
BUR-03032,RET-03032,795,0,2
BUR-03033,RET-03033,805,1,0
BUR-03034,RET-03034,759,1,1
BUR-03035,RET-03035,687,4,2
BUR-03036,RET-03036,663,1,1
BUR-03037,RET-03037,845,1,0
BUR-03038,RET-03038,798,3,0
BUR-03039,RET-03039,772,2,0
BUR-03040,RET-03040,853,2,2
BUR-03041,RET-03041,777,0,0
BUR-03042,RET-03042,670,0,0
BUR-03043,RET-03043,751,0,1
BUR-03044,RET-03044,834,4,1
BUR-03045,RET-03045,750,3,0
BUR-03046,RET-03046,721,5,1
BUR-03047,RET-03047,751,2,0
BUR-03048,RET-03048,855,2,1
BUR-03049,RET-03049,776,3,0
BUR-03050,RET-03050,723,1,0
BUR-03051,RET-03051,701,1,0
BUR-03052,RET-03052,743,1,0
BUR-03053,RET-03053,870,4,2
BUR-03054,RET-03054,837,1,0
BUR-03055,RET-03055,750,1,1
BUR-03056,RET-03056,774,2,0
BUR-03057,RET-03057,824,2,0
BUR-03058,RET-03058,850,2,0
BUR-03059,RET-03059,783,2,2
BUR-03060,RET-03060,870,0,0
BUR-03061,RET-03061,763,2,1
BUR-03062,RET-03062,602,1,1
BUR-03063,RET-03063,807,0,0
BUR-03064,RET-03064,526,1,1
BUR-03065,RET-03065,622,1,0
BUR-03066,RET-03066,553,2,0
BUR-03067,RET-03067,664,3,1
BUR-03068,RET-03068,620,1,1
BUR-03069,RET-03069,446,4,0
BUR-03070,RET-03070,813,3,1
BUR-03071,RET-03071,679,0,0
BUR-03072,RET-03072,880,1,0
BUR-03073,RET-03073,529,2,1
BUR-03074,RET-03074,721,3,0
BUR-03075,RET-03075,621,3,0
BUR-03076,RET-03076,588,2,0
BUR-03077,RET-03077,813,1,1
BUR-03078,RET-03078,571,3,1
BUR-03079,RET-03079,749,1,0
BUR-03080,RET-03080,651,3,0
BUR-03081,RET-03081,711,3,0
BUR-03082,RET-03082,503,2,0
BUR-03083,RET-03083,713,0,1
BUR-03084,RET-03084,716,1,1
BUR-03085,RET-03085,819,3,0
BUR-03086,RET-03086,714,4,0
BUR-03087,RET-03087,795,1,0
BUR-03088,RET-03088,818,0,1
BUR-03089,RET-03089,842,2,2
BUR-03090,RET-03090,716,3,0
BUR-03091,RET-03091,821,1,1
BUR-03092,RET-03092,760,3,1
BUR-03093,RET-03093,741,0,0
BUR-03094,RET-03094,567,2,1
BUR-03095,RET-03095,862,0,0
BUR-03096,RET-03096,837,5,1
BUR-03097,RET-03097,781,1,2
BUR-03098,RET-03098,695,0,0
BUR-03099,RET-03099,728,1,0
BUR-03100,RET-03100,806,1,0
BUR-03101,RET-03101,803,2,1
BUR-03102,RET-03102,801,0,0
BUR-03103,RET-03103,626,1,1
BUR-03104,RET-03104,794,4,0
BUR-03105,RET-03105,848,2,1
BUR-03106,RET-03106,813,3,0
BUR-03107,RET-03107,743,1,0
BUR-03108,RET-03108,720,5,0
BUR-03109,RET-03109,641,2,1
BUR-03110,RET-03110,659,2,1
BUR-03111,RET-03111,811,1,0
BUR-03112,RET-03112,811,2,1
BUR-03113,RET-03113,498,1,0
BUR-03114,RET-03114,670,2,0
BUR-03115,RET-03115,596,2,1
BUR-03116,RET-03116,722,1,0
BUR-03117,RET-03117,750,2,1
BUR-03118,RET-03118,803,2,1
BUR-03119,RET-03119,827,3,0
BUR-03120,RET-03120,803,2,0
BUR-03121,RET-03121,703,4,1
BUR-03122,RET-03122,867,2,1
BUR-03123,RET-03123,641,2,0
BUR-03124,RET-03124,495,2,0
BUR-03125,RET-03125,795,1,1
BUR-03126,RET-03126,853,1,0
BUR-03127,RET-03127,833,1,0
BUR-03128,RET-03128,561,0,2
BUR-03129,RET-03129,713,1,0
BUR-03130,RET-03130,748,0,0
BUR-03131,RET-03131,622,3,1
BUR-03132,RET-03132,793,1,0
BUR-03133,RET-03133,685,1,0
BUR-03134,RET-03134,854,1,0
BUR-03135,RET-03135,616,6,0
BUR-03136,RET-03136,799,2,0
BUR-03137,RET-03137,655,6,0
BUR-03138,RET-03138,503,1,0
BUR-03139,RET-03139,846,2,0
BUR-03140,RET-03140,810,3,0
BUR-03141,RET-03141,630,4,1
BUR-03142,RET-03142,630,1,0
BUR-03143,RET-03143,800,2,0
BUR-03144,RET-03144,725,1,1
BUR-03145,RET-03145,662,1,0
BUR-03146,RET-03146,682,5,1
BUR-03147,RET-03147,744,1,1
BUR-03148,RET-03148,559,3,2
BUR-03149,RET-03149,750,2,0
BUR-03150,RET-03150,764,2,0
BUR-03151,RET-03151,813,1,0
BUR-03152,RET-03152,736,0,0
BUR-03153,RET-03153,696,3,0
BUR-03154,RET-03154,727,4,0
BUR-03155,RET-03155,639,2,0
BUR-03156,RET-03156,662,3,0
BUR-03157,RET-03157,548,2,1
BUR-03158,RET-03158,776,3,0
BUR-03159,RET-03159,806,0,0
BUR-03160,RET-03160,811,3,1
BUR-03161,RET-03161,808,2,0
BUR-03162,RET-03162,805,2,0
BUR-03163,RET-03163,722,5,0
BUR-03164,RET-03164,724,3,1
BUR-03165,RET-03165,676,1,0
BUR-03166,RET-03166,725,1,1
BUR-03167,RET-03167,774,2,0
BUR-03168,RET-03168,872,2,1
BUR-03169,RET-03169,817,2,0
BUR-03170,RET-03170,801,3,0
BUR-03171,RET-03171,823,1,1
BUR-03172,RET-03172,779,3,1
BUR-03173,RET-03173,602,0,0
BUR-03174,RET-03174,675,2,0
BUR-03175,RET-03175,836,2,3
BUR-03176,RET-03176,590,1,0
BUR-03177,RET-03177,719,2,1
BUR-03178,RET-03178,647,5,2
BUR-03179,RET-03179,735,0,0
BUR-03180,RET-03180,683,2,1
BUR-03181,RET-03181,845,2,1
BUR-03182,RET-03182,741,2,0
BUR-03183,RET-03183,823,3,0
BUR-03184,RET-03184,778,2,0
BUR-03185,RET-03185,867,3,0
BUR-03186,RET-03186,765,3,2
BUR-03187,RET-03187,763,1,0
BUR-03188,RET-03188,837,1,0
BUR-03189,RET-03189,736,2,0
BUR-03190,RET-03190,774,4,0
BUR-03191,RET-03191,621,2,1
BUR-03192,RET-03192,720,1,2
BUR-03193,RET-03193,831,4,0
BUR-03194,RET-03194,895,1,1
BUR-03195,RET-03195,800,1,0
BUR-03196,RET-03196,806,3,0
BUR-03197,RET-03197,622,3,2
BUR-03198,RET-03198,691,1,1
BUR-03199,RET-03199,686,1,0
BUR-03200,RET-03200,764,2,0
BUR-03201,RET-03201,525,4,2
BUR-03202,RET-03202,787,2,0
BUR-03203,RET-03203,827,3,0
BUR-03204,RET-03204,861,3,0
BUR-03205,RET-03205,582,2,0
BUR-03206,RET-03206,827,4,0
BUR-03207,RET-03207,847,2,0
BUR-03208,RET-03208,626,2,1
BUR-03209,RET-03209,758,0,0
BUR-03210,RET-03210,819,1,0
BUR-03211,RET-03211,547,1,1
BUR-03212,RET-03212,585,3,0
BUR-03213,RET-03213,776,3,1
BUR-03214,RET-03214,652,2,0
BUR-03215,RET-03215,744,4,1
BUR-03216,RET-03216,701,2,0
BUR-03217,RET-03217,618,0,0
BUR-03218,RET-03218,611,2,2
BUR-03219,RET-03219,667,1,1
BUR-03220,RET-03220,724,1,1
BUR-03221,RET-03221,593,4,0
BUR-03222,RET-03222,707,3,0
BUR-03223,RET-03223,759,0,0
BUR-03224,RET-03224,814,3,1
BUR-03225,RET-03225,708,2,0
BUR-03226,RET-03226,732,0,0
BUR-03227,RET-03227,760,2,0
BUR-03228,RET-03228,852,1,1
BUR-03229,RET-03229,811,2,0
BUR-03230,RET-03230,751,3,1
BUR-03231,RET-03231,496,2,1
BUR-03232,RET-03232,825,1,0
BUR-03233,RET-03233,817,4,2
BUR-03234,RET-03234,640,0,0
BUR-03235,RET-03235,611,4,1
BUR-03236,RET-03236,871,2,1
BUR-03237,RET-03237,737,2,0
BUR-03238,RET-03238,742,3,0
BUR-03239,RET-03239,884,2,1
BUR-03240,RET-03240,799,4,1
BUR-03241,RET-03241,729,3,1
BUR-03242,RET-03242,636,0,1
BUR-03243,RET-03243,814,3,0
BUR-03244,RET-03244,778,2,0
BUR-03245,RET-03245,674,1,1
BUR-03246,RET-03246,706,1,0
BUR-03247,RET-03247,821,1,3
BUR-03248,RET-03248,753,7,0
BUR-03249,RET-03249,795,3,1
BUR-03250,RET-03250,479,4,0
BUR-03251,RET-03251,591,0,1
BUR-03252,RET-03252,749,3,0
BUR-03253,RET-03253,690,2,0
BUR-03254,RET-03254,645,3,0
BUR-03255,RET-03255,780,5,0
BUR-03256,RET-03256,838,1,0
BUR-03257,RET-03257,771,0,0
BUR-03258,RET-03258,795,1,0
BUR-03259,RET-03259,723,0,1
BUR-03260,RET-03260,668,2,0
BUR-03261,RET-03261,793,2,0
BUR-03262,RET-03262,747,2,0
BUR-03263,RET-03263,714,1,0
BUR-03264,RET-03264,822,3,1
BUR-03265,RET-03265,732,3,1
BUR-03266,RET-03266,547,2,0
BUR-03267,RET-03267,715,4,0
BUR-03268,RET-03268,711,3,1
BUR-03269,RET-03269,655,1,0
BUR-03270,RET-03270,891,3,1
BUR-03271,RET-03271,661,6,0
BUR-03272,RET-03272,663,2,0
BUR-03273,RET-03273,574,3,2
BUR-03274,RET-03274,635,1,1
BUR-03275,RET-03275,757,2,0
BUR-03276,RET-03276,715,1,0
BUR-03277,RET-03277,637,3,1
BUR-03278,RET-03278,657,3,0
BUR-03279,RET-03279,742,1,0
BUR-03280,RET-03280,782,1,0
BUR-03281,RET-03281,853,4,0
BUR-03282,RET-03282,619,2,1
BUR-03283,RET-03283,690,4,0
BUR-03284,RET-03284,570,2,1
BUR-03285,RET-03285,818,2,1
BUR-03286,RET-03286,709,1,0
BUR-03287,RET-03287,579,3,0
BUR-03288,RET-03288,814,1,0
BUR-03289,RET-03289,757,3,0
BUR-03290,RET-03290,763,1,0
BUR-03291,RET-03291,854,3,1
BUR-03292,RET-03292,749,1,0
BUR-03293,RET-03293,818,2,0
BUR-03294,RET-03294,759,1,1
BUR-03295,RET-03295,750,2,0
BUR-03296,RET-03296,510,1,1
BUR-03297,RET-03297,637,5,1
BUR-03298,RET-03298,778,3,1
BUR-03299,RET-03299,721,6,1
BUR-03300,RET-03300,686,1,0
BUR-03301,RET-03301,618,3,0
BUR-03302,RET-03302,686,3,1
BUR-03303,RET-03303,705,1,0
BUR-03304,RET-03304,773,0,0
BUR-03305,RET-03305,763,1,1
BUR-03306,RET-03306,849,2,0
BUR-03307,RET-03307,812,1,0
BUR-03308,RET-03308,726,1,0
BUR-03309,RET-03309,627,0,1
BUR-03310,RET-03310,819,2,0
BUR-03311,RET-03311,676,0,0
BUR-03312,RET-03312,729,0,0
BUR-03313,RET-03313,774,0,0
BUR-03314,RET-03314,713,0,0
BUR-03315,RET-03315,734,2,2
BUR-03316,RET-03316,824,0,1
BUR-03317,RET-03317,509,3,1
BUR-03318,RET-03318,752,5,1
BUR-03319,RET-03319,854,2,0
BUR-03320,RET-03320,715,1,0
BUR-03321,RET-03321,805,3,0
BUR-03322,RET-03322,736,4,1
BUR-03323,RET-03323,604,3,2
BUR-03324,RET-03324,699,3,1
BUR-03325,RET-03325,722,3,0
BUR-03326,RET-03326,850,2,0
BUR-03327,RET-03327,639,3,1
BUR-03328,RET-03328,732,4,1
BUR-03329,RET-03329,567,3,1
BUR-03330,RET-03330,579,2,0
BUR-03331,RET-03331,774,1,1
