LOAN_ID,SIMULATED_PD,OFFICER_DECISION,DEFAULT_STATUS,CALCULATED_FOIR,CALCULATED_LTV
LN-HM-01543,0.6402,Reject,0,0.9857,0.6831
LN-HM-01544,0.5029,Reject,0,0.655,0.7387
LN-HM-01545,0.918,Reject,1,0.7455,0.7611
LN-HM-01546,0.5567,Reject,1,0.7949,0.8462
LN-HM-01547,0.7305,Reject,1,0.6803,0.8767
LN-HM-01548,0.205,Review,1,0.4055,0.8862
LN-HM-01549,0.3769,Reject,0,0.553,0.8921
LN-HM-01550,0.554,Reject,1,0.7087,0.9091
LN-HM-01551,0.7498,Reject,0,0.8589,0.9348
LN-HM-01552,0.5236,Reject,0,0.5592,0.6948
LN-HM-01553,0.046,Approve,0,0.4118,0.0
LN-HM-01554,0.204,Review,0,0.3445,0.0
LN-HM-01555,0.7363,Reject,1,0.8793,0.9094
LN-HM-01556,0.6872,Reject,1,0.5257,0.8374
LN-HM-01557,0.9855,Reject,1,0.7372,0.8895
LN-HM-01558,0.2406,Reject,0,0.5981,0.0
LN-HM-01559,0.0,Approve,0,0.4559,0.7778
LN-HM-01560,0.3457,Reject,0,0.6106,0.0
LN-HM-01561,0.3787,Reject,1,0.5839,0.8815
LN-HM-01562,0.0259,Approve,0,0.4075,0.0
LN-HM-01563,0.6837,Reject,1,0.5092,0.8086
LN-HM-01564,0.6639,Reject,0,0.5602,0.0
LN-HM-01565,0.7,Reject,1,0.4934,0.915
LN-HM-01566,0.4657,Reject,1,0.7329,0.654
LN-HM-01567,0.6044,Reject,1,0.7086,0.8971
LN-HM-01568,0.0885,Approve,0,0.4847,0.0
LN-HM-01569,0.5062,Reject,0,0.51,0.8182
LN-HM-01570,0.1321,Approve,0,0.2478,0.6842
LN-HM-01571,0.0567,Approve,0,0.427,0.7327
LN-HM-01572,0.0,Approve,0,0.4643,0.7861
LN-HM-01573,0.2572,Reject,0,0.6457,0.0
LN-HM-01574,0.2072,Review,0,0.2693,0.0
LN-HM-01575,0.7677,Reject,1,0.5948,0.9412
LN-HM-01576,0.0,Approve,0,0.4934,0.7033
LN-HM-01577,0.4996,Reject,0,0.8646,0.7405
LN-HM-01578,0.4173,Reject,1,0.8558,0.7164
LN-HM-01579,0.9253,Reject,1,0.5801,0.893
LN-HM-01580,0.5145,Reject,0,0.5475,0.8386
LN-HM-01581,0.2227,Reject,1,0.585,0.913
LN-HM-01582,0.2384,Review,1,0.4545,0.8585
LN-HM-01583,0.7041,Reject,1,0.3456,0.9174
LN-HM-01584,0.4757,Reject,0,0.6898,0.6901
LN-HM-01585,0.2865,Reject,0,0.5598,0.0
LN-HM-01586,0.3859,Review,1,0.468,0.9137
LN-HM-01587,0.6701,Reject,1,0.8663,0.6995
LN-HM-01588,0.7279,Reject,0,0.7573,0.7444
LN-HM-01589,0.9063,Reject,1,0.8323,0.9409
LN-HM-01590,0.5256,Reject,1,0.6699,0.0
LN-HM-01591,0.4746,Reject,1,0.5409,0.0
LN-HM-01592,0.6498,Reject,1,1.0471,0.0
LN-HM-01593,0.2021,Reject,0,0.5873,0.7967
LN-HM-01594,0.3203,Reject,0,0.5827,0.6774
LN-HM-01595,0.5187,Reject,0,0.6563,0.7419
LN-HM-01596,1.0,Reject,1,0.6641,0.8325
LN-HM-01597,0.9617,Reject,1,0.8328,0.785
LN-HM-01598,0.6814,Reject,1,0.6773,0.7474
LN-HM-01599,0.4034,Reject,0,0.6903,0.7937
LN-HM-01600,0.8659,Reject,1,0.6739,0.0
LN-HM-01601,0.6632,Reject,1,0.7127,0.813
LN-HM-01602,0.9899,Reject,1,0.6752,0.9323
LN-HM-01603,0.4953,Reject,1,0.6037,0.7286
LN-HM-01604,0.8371,Reject,0,0.7353,0.8356
LN-HM-01605,0.0521,Approve,0,0.3836,0.0
LN-HM-01606,0.4282,Reject,0,0.4238,0.0
LN-HM-01607,0.432,Reject,0,0.7539,0.0
LN-HM-01608,0.8972,Reject,1,0.6918,0.8596
LN-HM-01609,0.4186,Reject,0,0.6368,0.6975
LN-HM-01610,0.2348,Review,0,0.3939,0.9453
LN-HM-01611,0.6597,Reject,1,0.7219,0.8133
LN-HM-01612,0.4733,Reject,0,0.6449,0.8761
LN-HM-01613,0.4639,Reject,0,0.7296,0.6833
LN-HM-01614,0.3761,Reject,1,0.621,0.7719
LN-HM-01615,0.3769,Reject,1,0.5598,0.7398
LN-HM-01616,0.8019,Reject,0,0.5583,0.0
LN-HM-01617,0.2346,Reject,0,0.5771,0.6933
LN-HM-01618,0.4836,Reject,0,0.6545,0.9135
LN-HM-01619,0.6158,Reject,0,0.8553,0.0
LN-HM-01620,0.8688,Reject,0,0.7387,0.8848
LN-HM-01621,0.5851,Reject,0,0.7978,0.6675
LN-HM-01622,0.4381,Reject,1,0.6597,0.6579
LN-HM-01623,0.0094,Approve,0,0.4849,0.0
LN-HM-01624,0.6942,Reject,1,1.6554,0.0
LN-HM-01625,0.2681,Reject,0,0.6422,0.6686
LN-HM-01626,0.6202,Reject,0,1.306,0.0
LN-HM-01627,0.9105,Reject,1,0.8648,0.8485
LN-HM-01628,0.3554,Reject,1,0.9337,0.8391
LN-HM-01629,0.9554,Reject,1,1.355,0.0
LN-HM-01630,0.7258,Reject,1,0.6157,0.8315
LN-HM-01631,0.4915,Reject,1,0.7799,0.6649
LN-HM-01632,0.0,Approve,0,0.4904,0.0
LN-HM-01633,0.4962,Reject,1,0.5699,0.6953
LN-HM-01634,0.0,Approve,0,0.3665,0.6613
LN-HM-01635,0.2628,Review,0,0.4826,0.7413
LN-HM-01636,0.1274,Approve,0,0.4629,0.9308
LN-HM-01637,0.1797,Reject,0,0.6219,0.9
LN-HM-01638,0.5278,Reject,0,0.58,0.8249
LN-HM-01639,0.0,Approve,0,0.4337,0.0
LN-HM-01640,0.4759,Reject,0,0.6184,0.0
LN-HM-01641,0.1097,Approve,0,0.4095,0.661
LN-HM-01642,0.4836,Reject,0,0.5799,0.9013
LN-HM-01643,0.7654,Reject,1,1.053,0.9137
LN-HM-01644,0.0,Approve,0,0.4476,0.8409
LN-HM-01645,0.5463,Reject,1,0.5892,0.7428
LN-HM-01646,0.7733,Reject,1,0.8724,0.6687
LN-HM-01647,0.4404,Reject,1,0.8118,0.7606
LN-HM-01648,0.0283,Approve,0,0.4709,0.0
LN-HM-01649,0.1261,Approve,0,0.377,0.0
LN-HM-01650,0.4196,Reject,1,0.7546,0.708
LN-HM-01651,0.715,Reject,1,0.9093,0.8478
LN-HM-01652,0.4883,Reject,0,0.5627,0.0
LN-HM-01653,0.6947,Reject,1,0.6823,0.8593
LN-HM-01654,0.4439,Reject,1,0.6957,0.729
LN-HM-01655,0.3042,Review,1,0.5396,0.8645
LN-HM-01656,0.1875,Approve,1,0.3522,0.7658
LN-HM-01657,0.0,Approve,0,0.445,0.6513
LN-HM-01658,0.4488,Reject,0,0.6835,0.8658
LN-HM-01659,0.4543,Reject,0,0.6051,0.7028
LN-HM-01660,0.8541,Reject,0,0.7706,0.8268
LN-HM-01661,0.1327,Reject,0,0.5636,0.6508
LN-HM-01662,0.6873,Reject,1,0.8742,0.8089
LN-HM-01663,0.3852,Review,0,0.5231,0.0
LN-HM-01664,0.1192,Approve,0,0.3763,0.9195
LN-HM-01665,0.3952,Reject,1,0.6793,0.0
LN-HM-01666,0.0,Approve,0,0.2767,0.7666
LN-HM-01667,0.0997,Approve,0,0.3608,0.7903
LN-HM-01668,0.7175,Reject,0,0.9008,0.7295
LN-HM-01669,0.2079,Review,0,0.4581,0.6847
LN-HM-01670,0.7064,Reject,0,0.6607,0.843
LN-HM-01671,0.8542,Reject,1,0.516,0.0
LN-HM-01672,0.0433,Approve,0,0.407,0.0
LN-HM-01673,0.2607,Review,0,0.5014,0.0
LN-HM-01674,0.965,Reject,1,0.5618,0.8118
LN-HM-01675,0.1928,Approve,0,0.4896,0.0
LN-HM-01676,0.3815,Reject,0,0.6149,0.8451
LN-HM-01677,0.2712,Reject,1,0.6148,0.0
LN-HM-01678,0.9437,Reject,1,0.7439,0.0
LN-HM-01679,0.4517,Reject,1,0.72,0.6889
LN-HM-01680,0.7717,Reject,1,0.9309,0.8871
LN-HM-01681,0.6225,Reject,1,0.9104,0.0
LN-HM-01682,0.2757,Review,1,0.5302,0.8095
LN-HM-01683,0.5966,Reject,0,0.6565,0.9454
LN-HM-01684,0.2501,Reject,1,0.626,0.6609
LN-HM-01685,0.3477,Review,0,0.5303,0.7584
LN-HM-01686,0.9988,Reject,1,0.634,0.8133
LN-HM-01687,0.0,Approve,0,0.3936,0.0
LN-HM-01688,0.2051,Review,1,0.4744,0.0
LN-HM-01689,0.0,Approve,0,0.4895,0.0
LN-HM-01690,1.0,Reject,1,0.7702,0.8279
LN-HM-01691,0.7209,Reject,1,1.4724,0.0
LN-HM-01692,0.0,Approve,0,0.4432,0.6536
LN-HM-01693,0.1139,Approve,1,0.4476,0.9188
LN-HM-01694,0.145,Reject,0,0.5806,0.8611
LN-HM-01695,0.7495,Reject,1,0.5511,0.8352
LN-HM-01696,0.0,Approve,0,0.322,0.9195
LN-HM-01697,0.7379,Reject,0,0.5115,0.7
LN-HM-01698,0.7312,Reject,0,0.5557,0.8927
LN-HM-01699,0.4681,Reject,0,0.8001,0.7309
LN-HM-01700,0.46,Reject,0,1.1115,0.0
LN-HM-01701,0.6332,Reject,1,1.4115,0.0
LN-HM-01702,0.283,Reject,1,0.6284,0.0
LN-HM-01703,0.651,Reject,1,0.6425,0.8815
LN-HM-01704,0.0649,Approve,0,0.342,0.8571
LN-HM-01705,0.7823,Reject,1,0.9802,0.8272
LN-HM-01706,0.2091,Review,0,0.4869,0.8362
LN-HM-01707,0.9719,Reject,1,0.742,0.9474
LN-HM-01708,0.0,Approve,0,0.2615,0.0
LN-HM-01709,0.2006,Reject,0,0.5562,0.0
LN-HM-01710,0.2494,Reject,1,0.5899,0.8418
LN-HM-01711,0.0,Approve,0,0.3096,0.7557
LN-HM-01712,0.7226,Reject,1,0.8655,0.8902
LN-HM-01713,0.0,Approve,0,0.3071,0.8585
LN-HM-01714,0.0,Approve,0,0.3895,0.6857
LN-HM-01715,0.2617,Review,0,0.5187,0.7213
LN-HM-01716,0.7965,Reject,1,0.5773,0.0
LN-HM-01717,0.2332,Review,0,0.32,0.0
LN-HM-01718,0.4634,Reject,0,0.5862,0.0
LN-HM-01719,0.9,Reject,1,0.7139,0.7895
LN-HM-01720,0.0,Approve,0,0.4314,0.0
LN-HM-01721,0.4459,Reject,0,0.7675,0.7914
LN-HM-01722,0.2829,Review,0,0.474,0.8396
LN-HM-01723,0.8814,Reject,1,0.8337,0.8606
LN-HM-01724,0.0,Approve,0,0.2653,0.0
LN-HM-01725,0.2019,Review,1,0.4792,0.7736
LN-HM-01726,0.4331,Reject,1,0.6017,0.9156
LN-HM-01727,0.4898,Reject,1,0.9094,0.6635
LN-HM-01728,0.4486,Reject,1,0.5473,0.9041
LN-HM-01729,0.4113,Reject,0,0.9946,0.0
LN-HM-01730,0.0697,Approve,0,0.3638,0.9299
LN-HM-01731,0.6309,Reject,0,0.6701,0.7379
LN-HM-01732,0.4476,Reject,1,1.0351,0.78
LN-HM-01733,0.1253,Approve,0,0.4038,0.0
LN-HM-01734,0.5171,Reject,0,0.6947,0.0
LN-HM-01735,0.1868,Review,0,0.5032,0.0
LN-HM-01736,0.458,Reject,1,0.7038,0.0
LN-HM-01737,0.0081,Approve,0,0.3593,0.6774
LN-HM-01738,1.0,Reject,1,0.9244,0.8198
LN-HM-01739,0.234,Review,0,0.3251,0.0
LN-HM-01740,0.4522,Reject,1,0.7103,0.8667
LN-HM-01741,0.7333,Reject,0,0.7408,0.8246
LN-HM-01742,0.0929,Approve,0,0.4953,0.0
LN-HM-01743,0.5744,Reject,0,0.7167,0.7209
LN-HM-01744,0.3412,Reject,0,0.6401,0.8837
LN-HM-01745,0.2989,Review,0,0.5112,0.0
LN-HM-01746,0.4054,Reject,0,0.7368,0.0
LN-HM-01747,0.1729,Approve,1,0.2799,0.9159
LN-HM-01748,0.4902,Reject,0,0.5554,0.8855
LN-HM-01749,0.5331,Reject,1,0.9984,0.7465
LN-HM-01750,0.9697,Reject,1,0.8063,0.9118
LN-HM-01751,0.2392,Review,0,0.426,0.6517
LN-HM-01752,0.42,Reject,0,0.5486,0.9281
LN-HM-01753,0.965,Reject,1,0.5177,0.8581
LN-HM-01754,0.1831,Approve,0,0.4887,0.8048
LN-HM-01755,0.4076,Reject,1,0.4555,0.8213
LN-HM-01756,0.4612,Reject,1,0.565,0.9273
LN-HM-01757,0.4471,Reject,1,0.6253,0.9335
LN-HM-01758,0.7496,Reject,1,0.5321,0.0
LN-HM-01759,0.6298,Reject,1,0.457,0.8883
LN-HM-01760,0.4347,Reject,1,0.6874,0.0
LN-HM-01761,0.6784,Reject,0,0.7391,0.0
LN-HM-01762,0.0,Approve,0,0.464,0.8435
LN-HM-01763,0.7219,Reject,1,0.7911,0.9311
LN-HM-01764,0.2679,Reject,0,0.6431,0.0
LN-HM-01765,0.0354,Approve,0,0.2789,0.9091
LN-HM-01766,0.8557,Reject,1,0.7295,0.6929
LN-HM-01767,0.3489,Reject,0,0.6465,0.0
LN-HM-01768,0.0,Approve,0,0.4649,0.0
LN-HM-01769,0.5592,Reject,0,0.5945,0.8713
LN-HM-01770,0.1869,Approve,0,0.4839,0.7066
LN-HM-01771,0.7356,Reject,1,0.6854,0.0
LN-HM-01772,0.3848,Reject,1,0.5785,0.0
LN-HM-01773,0.9461,Reject,1,0.9721,0.8878
LN-HM-01774,0.4424,Reject,0,0.6683,0.7723
LN-HM-01775,0.393,Reject,0,1.0671,0.6874
LN-HM-01776,0.2782,Reject,0,0.6006,0.6575
LN-HM-01777,0.0,Approve,0,0.3625,0.767
LN-HM-01778,0.415,Reject,0,0.7179,0.7258
LN-HM-01779,0.934,Reject,1,0.6992,0.0
LN-HM-01780,0.8621,Reject,1,0.855,0.8981
LN-HM-01781,0.7489,Reject,1,0.8109,0.8124
LN-HM-01782,0.3501,Reject,0,0.3708,0.7735
LN-HM-01783,0.2086,Review,1,0.478,0.7487
LN-HM-01784,0.5147,Reject,0,0.5158,0.9459
LN-HM-01785,0.2256,Reject,0,0.5685,0.7594
LN-HM-01786,1.0,Reject,1,0.7344,0.9072
LN-HM-01787,0.4716,Reject,1,0.3676,0.0
LN-HM-01788,0.004,Approve,0,0.421,0.6625
LN-HM-01789,0.1879,Approve,0,0.2264,0.0
LN-HM-01790,0.2686,Review,1,0.54,0.7453
LN-HM-01791,0.1571,Reject,0,0.5858,0.0
LN-HM-01792,0.3954,Reject,1,0.8614,0.7736
LN-HM-01793,0.2809,Review,0,0.5063,0.7633
LN-HM-01794,0.6284,Reject,0,0.8333,0.7176
LN-HM-01795,0.5502,Reject,1,0.7566,0.6591
LN-HM-01796,0.4565,Reject,1,0.3134,0.0
LN-HM-01797,0.4903,Reject,0,0.6702,0.8525
LN-HM-01798,0.5404,Reject,0,0.7376,0.0
LN-HM-01799,0.682,Reject,0,0.6895,0.7767
LN-HM-01800,0.4131,Reject,0,0.3906,0.0
LN-HM-01801,0.6636,Reject,1,0.8854,0.0
LN-HM-01802,0.5489,Reject,0,0.9552,0.8675
LN-HM-01803,0.0,Approve,0,0.3114,0.8873
LN-HM-01804,0.9639,Reject,1,0.6675,0.7857
LN-HM-01805,0.0,Approve,0,0.4932,0.7251
LN-HM-01806,0.2605,Reject,1,0.6212,0.0
LN-HM-01807,0.0119,Approve,0,0.4859,0.7842
LN-HM-01808,0.0,Approve,0,0.4026,0.9452
LN-HM-01809,0.0,Approve,0,0.2826,0.0
LN-HM-01810,0.2098,Review,0,0.3378,0.7628
LN-HM-01811,0.415,Reject,1,0.6559,0.7402
LN-HM-01812,0.3038,Reject,1,0.5526,0.827
LN-HM-01813,0.5225,Reject,1,0.5488,0.8375
LN-HM-01814,0.1825,Reject,0,0.5811,0.6667
LN-HM-01815,0.515,Reject,1,0.5738,0.8832
LN-HM-01816,0.4318,Reject,0,0.8196,0.8217
LN-HM-01817,0.4888,Reject,1,0.6006,0.8458
LN-HM-01818,0.62,Reject,1,0.7317,0.9295
LN-HM-01819,0.932,Reject,1,0.9251,0.7842
LN-HM-01820,0.245,Review,1,0.4096,0.8046
LN-HM-01821,0.0408,Approve,0,0.4314,0.774
LN-HM-01822,0.4822,Reject,0,0.7383,0.0
LN-HM-01823,0.3437,Reject,1,0.5664,0.7232
LN-HM-01824,0.0,Approve,0,0.4089,0.0
LN-HM-01825,0.4504,Reject,0,0.6301,0.762
LN-HM-01826,0.4667,Reject,0,0.5691,0.8307
LN-HM-01827,0.1527,Approve,0,0.3699,0.8632
LN-HM-01828,0.482,Reject,0,0.5767,0.8068
LN-HM-01829,0.5796,Reject,1,0.5211,0.8689
LN-HM-01830,0.0,Approve,0,0.1731,0.0
LN-HM-01831,0.0,Approve,0,0.4962,0.0
LN-HM-01832,0.598,Reject,1,1.5444,0.0
LN-HM-01833,0.4329,Reject,1,0.5379,0.8629
LN-HM-01834,0.2775,Reject,1,0.6353,0.75
LN-HM-01835,0.1847,Reject,1,0.564,0.6961
LN-HM-01836,0.3347,Reject,1,0.6234,0.7907
LN-HM-01837,0.9283,Reject,0,0.7791,0.0
LN-HM-01838,1.0,Reject,1,0.6971,0.8644
LN-HM-01839,1.0,Reject,1,1.208,0.0
LN-HM-01840,0.6646,Reject,0,0.6708,0.8936
LN-HM-01841,0.1774,Approve,0,0.408,0.9394
LN-HM-01842,1.0,Reject,1,0.7664,0.8987
LN-HM-01843,0.438,Reject,0,0.4381,0.0
LN-HM-01844,0.395,Reject,1,0.6013,0.9231
LN-HM-01845,0.1967,Reject,0,0.63,0.7069
LN-HM-01846,0.0,Approve,0,0.376,0.0
LN-HM-01847,0.9984,Reject,1,0.6584,0.7773
LN-HM-01848,0.6127,Reject,1,0.9089,0.8795
LN-HM-01849,0.6274,Reject,0,0.8167,0.6915
LN-HM-01850,0.0,Approve,0,0.4822,0.0
LN-HM-01851,0.402,Reject,1,0.6813,0.6866
LN-HM-01852,0.3847,Reject,1,0.8327,0.7488
LN-HM-01853,0.4524,Reject,1,1.1875,0.0
LN-HM-01854,0.0,Approve,0,0.2339,0.7131
LN-HM-01855,0.2069,Review,0,0.4532,0.9359
LN-HM-01856,0.0072,Approve,0,0.4112,0.9259
LN-HM-01857,0.0713,Approve,0,0.4184,0.0
LN-HM-01858,0.4337,Reject,1,0.5338,0.0
LN-HM-01859,0.6044,Reject,1,0.8922,0.8072
LN-HM-01860,0.4202,Reject,1,0.4256,0.7763
LN-HM-01861,0.5035,Reject,0,0.4868,0.854
LN-HM-01862,0.5695,Reject,1,0.8213,0.8239
LN-HM-01863,0.2477,Reject,0,0.6209,0.7671
LN-HM-01864,0.2458,Review,0,0.5217,0.0
LN-HM-01865,0.9726,Reject,1,0.742,0.6835
LN-HM-01866,0.6072,Reject,1,0.8124,0.0
LN-HM-01867,0.2176,Review,1,0.3933,0.7303
LN-HM-01868,0.8558,Reject,1,0.6717,0.8889
LN-HM-01869,0.6578,Reject,0,0.8889,0.9304
LN-HM-01870,0.1852,Approve,0,0.2839,0.0
LN-HM-01871,0.6152,Reject,1,0.7677,0.8513
LN-HM-01872,0.4404,Reject,0,0.6507,0.7095
LN-HM-01873,0.0,Approve,0,0.4785,0.6851
LN-HM-01874,0.5935,Reject,1,0.7745,0.8935
LN-HM-01875,0.7579,Reject,0,0.7086,0.7174
LN-HM-01876,0.3062,Reject,0,0.7901,0.9271
LN-HM-01877,0.9353,Reject,0,1.0245,0.6586
LN-HM-01878,0.6576,Reject,1,0.8133,0.8912
LN-HM-01879,0.478,Reject,1,0.9438,0.0
LN-HM-01880,0.5725,Reject,0,1.1695,0.0
LN-HM-01881,0.8668,Reject,1,0.7018,0.8645
LN-HM-01882,0.4314,Reject,0,0.7069,0.8777
LN-HM-01883,0.0,Approve,0,0.4992,0.7778
LN-HM-01884,0.1789,Approve,0,0.3688,0.0
LN-HM-01885,0.7812,Reject,1,0.896,0.7996
LN-HM-01886,0.9704,Reject,1,0.8429,0.0
LN-HM-01887,0.2771,Review,1,0.5486,0.0
LN-HM-01888,0.3973,Reject,1,0.417,0.6524
LN-HM-01889,0.4176,Reject,1,1.0246,0.0
LN-HM-01890,0.3908,Reject,0,0.718,0.0
LN-HM-01891,0.6845,Reject,1,0.5886,0.8088
LN-HM-01892,0.3995,Reject,0,0.9354,0.7143
LN-HM-01893,0.8203,Reject,1,0.9871,0.819
LN-HM-01894,0.2187,Reject,0,0.6235,0.6564
LN-HM-01895,0.402,Reject,0,0.8413,0.0
LN-HM-01896,0.6605,Reject,1,0.4513,0.9202
LN-HM-01897,0.3766,Reject,0,0.6101,0.8889
LN-HM-01898,0.8398,Reject,1,0.889,0.8692
LN-HM-01899,0.6908,Reject,0,0.6984,0.9095
LN-HM-01900,0.2148,Review,0,0.5247,0.6781
LN-HM-01901,0.457,Reject,0,1.3625,0.0
LN-HM-01902,0.1655,Approve,0,0.3547,0.0
LN-HM-01903,0.7063,Reject,1,0.6717,0.7431
LN-HM-01904,0.6373,Reject,1,0.6957,0.8788
LN-HM-01905,0.466,Reject,1,0.7405,0.0
LN-HM-01906,0.0,Approve,0,0.2887,0.7907
LN-HM-01907,0.4428,Reject,1,0.6475,0.9113
LN-HM-01908,0.0243,Approve,0,0.4415,0.0
LN-HM-01909,0.1471,Reject,0,0.6063,0.0
LN-HM-01910,0.6639,Reject,0,0.6133,0.9013
LN-HM-01911,0.6691,Reject,1,0.7358,0.9265
LN-HM-01912,0.3275,Reject,0,0.6401,0.7428
LN-HM-01913,0.4403,Reject,0,0.5869,0.0
LN-HM-01914,0.6329,Reject,1,0.5292,0.9412
LN-HM-01915,0.6831,Reject,1,1.1548,0.0
LN-HM-01916,0.6902,Reject,1,0.7172,0.6956
LN-HM-01917,0.5812,Reject,1,0.6451,0.7295
LN-HM-01918,0.7084,Reject,1,0.9139,0.7264
LN-HM-01919,0.4843,Reject,1,1.1869,0.0
LN-HM-01920,0.422,Reject,1,0.5067,0.8077
LN-HM-01921,0.4207,Reject,0,0.5545,0.8297
LN-HM-01922,0.8627,Reject,1,0.8167,0.9034
LN-HM-01923,0.2069,Review,0,0.4933,0.8875
LN-HM-01924,0.3358,Reject,0,0.5509,0.0
LN-HM-01925,0.3918,Reject,0,0.6941,0.0
LN-HM-01926,0.5355,Reject,1,0.6361,0.8101
LN-HM-01927,0.0,Approve,0,0.3322,0.732
LN-HM-01928,0.5661,Reject,0,0.9688,0.0
LN-HM-01929,0.2214,Reject,0,0.5897,0.0
LN-HM-01930,0.2995,Review,0,0.5318,0.0
LN-HM-01931,0.0,Approve,0,0.4615,0.0
LN-HM-01932,0.6134,Reject,0,0.9476,0.0
LN-HM-01933,0.931,Reject,1,0.7621,0.7301
LN-HM-01934,0.1916,Approve,0,0.3938,0.8349
LN-HM-01935,0.4833,Reject,1,0.7895,0.686
LN-HM-01936,0.7405,Reject,0,0.847,0.9174
LN-HM-01937,0.3454,Reject,0,0.6304,0.6518
LN-HM-01938,0.1784,Approve,0,0.3492,0.7248
LN-HM-01939,0.5984,Reject,1,0.7163,0.8531
LN-HM-01940,0.4218,Reject,0,0.4285,0.8675
LN-HM-01941,0.2873,Reject,1,0.5684,0.0
LN-HM-01942,0.4891,Reject,1,0.5542,0.7795
LN-HM-01943,0.4921,Reject,1,0.5747,0.72
LN-HM-01944,0.6346,Reject,0,0.7805,0.9369
LN-HM-01945,0.4353,Reject,1,0.575,0.9349
LN-HM-01946,0.0918,Approve,0,0.379,0.0
LN-HM-01947,0.4572,Reject,1,0.5332,0.0
LN-HM-01948,0.5647,Reject,0,1.0176,0.8513
LN-HM-01949,0.6736,Reject,1,0.6727,0.6833
LN-HM-01950,0.4052,Reject,1,0.5463,0.8899
LN-HM-01951,0.7602,Reject,1,0.7608,0.9335
LN-HM-01952,0.5267,Reject,1,0.7421,0.0
LN-HM-01953,0.9717,Reject,0,0.6654,0.0
LN-HM-01954,0.7572,Reject,1,0.9357,0.9351
LN-HM-01955,0.3422,Reject,1,0.6024,0.0
LN-HM-01956,0.3244,Reject,0,0.6242,0.7075
LN-HM-01957,0.6861,Reject,1,0.6578,0.8903
LN-HM-01958,0.6095,Reject,1,0.6537,0.6837
LN-HM-01959,0.9721,Reject,1,0.9567,0.8734
LN-HM-01960,0.0,Approve,0,0.4542,0.0
LN-HM-01961,0.0,Approve,0,0.3247,0.0
LN-HM-01962,0.2365,Review,1,0.5332,0.7089
LN-HM-01963,0.3897,Reject,0,1.4463,0.0
LN-HM-01964,0.3741,Reject,1,0.5975,0.9184
LN-HM-01965,0.2292,Review,0,0.5096,0.0
LN-HM-01966,0.7104,Reject,1,0.7603,0.7089
LN-HM-01967,0.9253,Reject,1,0.61,0.9079
LN-HM-01968,0.4454,Reject,1,0.6986,0.7442
LN-HM-01969,0.2756,Reject,0,0.639,0.7558
LN-HM-01970,0.7204,Reject,0,0.6408,0.6879
LN-HM-01971,0.5441,Reject,0,0.591,0.8365
LN-HM-01972,0.6368,Reject,0,0.7706,0.8351
LN-HM-01973,0.6538,Reject,1,0.9409,0.8299
LN-HM-01974,0.0,Approve,0,0.2335,0.738
LN-HM-01975,0.294,Reject,0,0.5968,0.6942
LN-HM-01976,0.5096,Reject,1,0.6025,0.0
LN-HM-01977,0.6722,Reject,1,0.6916,0.9208
LN-HM-01978,0.3244,Review,0,0.5271,0.0
LN-HM-01979,0.3476,Review,0,0.5078,0.8333
LN-HM-01980,0.9696,Reject,1,0.9439,0.7607
LN-HM-01981,0.4583,Reject,1,0.6952,0.72
LN-HM-01982,0.0299,Approve,1,0.3936,0.8319
LN-HM-01983,0.3969,Reject,1,0.9883,0.7097
LN-HM-01984,0.1285,Approve,0,0.4296,0.0
LN-HM-01985,0.1748,Reject,0,0.5576,0.0
LN-HM-01986,0.4502,Reject,0,0.7539,0.76
LN-HM-01987,0.9202,Reject,1,0.7989,0.7599
LN-HM-01988,0.2579,Reject,0,0.6069,0.8404
LN-HM-01989,0.1528,Reject,0,0.6372,0.854
LN-HM-01990,0.5156,Reject,0,0.5863,0.947
LN-HM-01991,0.4796,Reject,1,0.8689,0.7289
LN-HM-01992,0.6424,Reject,1,0.7102,0.6729
LN-HM-01993,0.5657,Reject,0,0.5845,0.8689
LN-HM-01994,0.0094,Approve,0,0.4306,0.7891
LN-HM-01995,0.6298,Reject,1,0.6029,0.9437
LN-HM-01996,0.5313,Reject,1,0.8446,0.7166
LN-HM-01997,0.0,Approve,0,0.356,0.0
LN-HM-01998,0.1469,Approve,0,0.3507,0.8859
LN-HM-01999,0.4282,Reject,1,0.8447,0.7167
LN-HM-02000,0.0,Approve,0,0.4536,0.0
LN-HM-02001,0.2792,Reject,1,0.5859,0.0
LN-HM-02002,0.1957,Approve,0,0.3067,0.0
LN-HM-02003,0.2704,Review,0,0.4808,0.6755
LN-HM-02004,0.4089,Reject,0,0.5955,0.7578
LN-HM-02005,0.4325,Reject,1,0.6439,0.6767
LN-HM-02006,0.5844,Reject,0,0.661,0.887
LN-HM-02007,0.6959,Reject,0,0.9841,0.0
LN-HM-02008,0.5178,Reject,0,0.7596,0.7042
LN-HM-02009,0.9175,Reject,1,0.899,0.7719
LN-HM-02010,0.6532,Reject,1,0.8342,0.8076
LN-HM-02011,0.4337,Reject,0,0.6431,0.9392
LN-HM-02012,0.3622,Review,0,0.4117,0.9211
LN-HM-02013,0.0,Approve,0,0.4965,0.0
LN-HM-02014,0.0,Approve,0,0.4722,0.8161
LN-HM-02015,0.3133,Reject,0,0.5741,0.9057
LN-HM-02016,0.0,Approve,0,0.4531,0.6849
LN-HM-02017,0.6974,Reject,0,0.8646,0.697
LN-HM-02018,0.2952,Review,0,0.3945,0.8426
