CUSTOMER_ID,EXISTING_EMI,TOTAL_ASSETS,TOTAL_OBLIGATIONS
RET-02877,9000.0,5680000.0,242936.41629761975
RET-02878,2000.0,5500000.0,42075.01185989537
RET-02879,30000.0,10780000.0,871160.6349681724
RET-02880,11000.0,4840000.0,177347.63427716919
RET-02881,1000.0,2700000.0,10695.290817214598
RET-02882,13000.0,9140000.0,382062.26046474924
RET-02883,8000.0,630000.0,245987.08115992832
RET-02884,22000.0,11560000.0,369196.6545360166
RET-02885,11000.0,3660000.0,343434.84413886466
RET-02886,4000.0,1330000.0,92754.69936579191
RET-02887,14000.0,4710000.0,487768.07977194444
RET-02888,32000.0,3760000.0,565389.6473566038
RET-02889,6000.0,890000.0,142456.5343141185
RET-02890,41000.0,12300000.0,1039941.959262713
RET-02891,35000.0,7960000.0,407381.3080025216
RET-02892,7000.0,2870000.0,114820.41272546619
RET-02893,22000.0,7430000.0,523723.26021278754
RET-02894,10000.0,2810000.0,231164.01935118766
RET-02895,18000.0,5220000.0,458335.90844263823
RET-02896,12000.0,3640000.0,158426.883727976
RET-02897,0.0,1910000.0,0.0
RET-02898,10000.0,6420000.0,147575.65036504826
RET-02899,32000.0,11660000.0,477856.55120752327
RET-02900,34000.0,5900000.0,902721.8899540624
RET-02901,48000.0,7900000.0,818982.7777075476
RET-02902,7000.0,2130000.0,221705.32782476352
RET-02903,14000.0,7070000.0,290799.4662564685
RET-02904,4000.0,6440000.0,109589.19114910677
RET-02905,2000.0,4420000.0,40011.07422354368
RET-02906,15000.0,5350000.0,519791.08527914796
RET-02907,2000.0,2630000.0,33082.14085087242
RET-02908,8000.0,2300000.0,255905.15172846772
RET-02909,9000.0,5120000.0,174085.96103139827
RET-02910,26000.0,7550000.0,824635.9098232633
RET-02911,11000.0,2680000.0,143649.84288316208
RET-02912,7000.0,2960000.0,106615.55310911655
RET-02913,19000.0,5050000.0,386927.9356649058
RET-02914,1000.0,7130000.0,11878.150741191888
RET-02915,6000.0,1230000.0,109488.64270348969
RET-02916,15000.0,4990000.0,421874.0996515443
RET-02917,33000.0,3730000.0,1063075.9473511118
RET-02918,9000.0,4070000.0,256094.84291550706
RET-02919,7000.0,750000.0,165817.01085219148
RET-02920,37000.0,6890000.0,460406.54442856496
RET-02921,22000.0,11390000.0,418465.16137138376
RET-02922,29000.0,3030000.0,564387.1508205552
RET-02923,6000.0,5180000.0,112088.54206684833
RET-02924,32000.0,4780000.0,932215.1475257556
RET-02925,8000.0,1900000.0,97550.90171562196
RET-02926,6000.0,2060000.0,99775.86058398723
RET-02927,1000.0,13570000.0,33359.44686912986
RET-02928,6000.0,1320000.0,115769.8805085293
RET-02929,13000.0,3010000.0,388278.5568969619
RET-02930,32000.0,10550000.0,694098.1211620867
RET-02931,8000.0,870000.0,186489.7567065118
RET-02932,5000.0,6030000.0,172321.60139448443
RET-02933,19000.0,5860000.0,293610.7127063198
RET-02934,34000.0,4990000.0,1071620.1244945019
RET-02935,18000.0,1240000.0,256666.05186398825
RET-02936,14000.0,5220000.0,335050.1533780056
RET-02937,36000.0,6390000.0,920989.8657781035
RET-02938,14000.0,9690000.0,342747.7354071692
RET-02939,31000.0,3210000.0,605898.5638475236
RET-02940,3000.0,6720000.0,91067.23384511075
RET-02941,11000.0,8730000.0,317333.4220065071
RET-02942,38000.0,8650000.0,847143.0448402071
RET-02943,8000.0,6880000.0,258224.38014336972
RET-02944,18000.0,6360000.0,305443.1090710925
RET-02945,12000.0,1490000.0,275335.5802521162
RET-02946,49000.0,15310000.0,734117.4371868302
RET-02947,2000.0,1730000.0,61795.6916121701
RET-02948,18000.0,7630000.0,288132.8693109617
RET-02949,13000.0,3420000.0,228131.60350890452
RET-02950,4000.0,1340000.0,88381.22239120243
RET-02951,4000.0,4300000.0,64648.59923447139
RET-02952,3000.0,5310000.0,67245.77328293755
RET-02953,28000.0,3640000.0,836275.6541696743
RET-02954,1000.0,3840000.0,23422.457371240653
RET-02955,23000.0,2850000.0,261247.1268256406
RET-02956,10000.0,7720000.0,110877.22223856217
RET-02957,5000.0,3660000.0,152412.90707114493
RET-02958,84000.0,11430000.0,2756571.081376921
RET-02959,8000.0,6920000.0,252420.37164855312
RET-02960,18000.0,10940000.0,617551.6445922592
RET-02961,27000.0,8620000.0,654950.4692578114
RET-02962,6000.0,4300000.0,60057.39332585391
RET-02963,13000.0,10740000.0,430495.3880425309
RET-02964,47000.0,5080000.0,661759.4083926425
RET-02965,25000.0,13610000.0,516718.48337587074
RET-02966,21000.0,5530000.0,672790.9189829136
RET-02967,4000.0,6060000.0,60254.884845894616
RET-02968,10000.0,1300000.0,272968.94723318744
RET-02969,44000.0,13090000.0,1560776.331755792
RET-02970,19000.0,8500000.0,348485.1289736818
RET-02971,6000.0,2550000.0,101838.92527837829
RET-02972,61000.0,9700000.0,1426688.0852879796
RET-02973,53000.0,13940000.0,1565164.3615277638
RET-02974,73000.0,23000000.0,1381280.4306509106
RET-02975,4000.0,960000.0,99312.6319288391
RET-02976,3000.0,3160000.0,39734.35004023732
RET-02977,3000.0,3710000.0,83136.6420032874
RET-02978,49000.0,12900000.0,663144.2854601516
RET-02979,28000.0,7910000.0,552985.8986260277
RET-02980,27000.0,4880000.0,781339.1088458997
RET-02981,53000.0,4790000.0,688159.1105784538
RET-02982,9000.0,7160000.0,228345.72493485245
RET-02983,6000.0,7400000.0,183906.27244893427
RET-02984,4000.0,7220000.0,143210.56642097296
RET-02985,43000.0,12440000.0,1519267.5680845233
RET-02986,11000.0,4580000.0,168933.86810041216
RET-02987,17000.0,5430000.0,533466.0067344086
RET-02988,33000.0,6970000.0,344725.97172990814
RET-02989,6000.0,4250000.0,214710.94212478594
RET-02990,24000.0,8430000.0,686444.3752473508
RET-02991,30000.0,5000000.0,614842.347548252
RET-02992,5000.0,4220000.0,162435.9075971463
RET-02993,15000.0,3730000.0,431955.14950971963
RET-02994,0.0,2080000.0,0.0
RET-02995,28000.0,12120000.0,863472.8107375824
RET-02996,15000.0,6320000.0,179237.96127666187
RET-02997,15000.0,4980000.0,246342.7130795071
RET-02998,29000.0,3690000.0,488926.4855109911
RET-02999,26000.0,5290000.0,440007.72979433235
RET-03000,8000.0,1490000.0,127368.68712062672
RET-03001,77000.0,14910000.0,1861418.00241824
RET-03002,14000.0,5630000.0,410534.85157473054
RET-03003,7000.0,12150000.0,199656.4396394426
RET-03004,76000.0,8910000.0,2572901.5482590296
RET-03005,20000.0,8220000.0,575425.4397291394
RET-03006,6000.0,3530000.0,165870.01588621835
RET-03007,9000.0,1000000.0,171461.5585043284
RET-03008,73000.0,24820000.0,2386023.2926165615
RET-03009,25000.0,5900000.0,505897.349445302
RET-03010,4000.0,1880000.0,70789.33005320914
RET-03011,47000.0,7590000.0,1216285.8950651728
RET-03012,18000.0,4090000.0,615496.2590254834
RET-03013,16000.0,3060000.0,419134.9293282112
RET-03014,16000.0,5800000.0,167175.5332808409
RET-03015,20000.0,5200000.0,474054.24596494006
RET-03016,9000.0,6990000.0,160142.07415741804
RET-03017,1000.0,5160000.0,18722.516021680603
RET-03018,3000.0,5930000.0,61988.96127340839
RET-03019,141000.0,27480000.0,4980278.981808075
RET-03020,33000.0,10730000.0,467093.0102212779
RET-03021,0.0,4550000.0,0.0
RET-03022,6000.0,2160000.0,130606.94246188762
RET-03023,8000.0,2740000.0,212429.37713067923
RET-03024,62000.0,15190000.0,997753.7476543904
RET-03025,3000.0,16860000.0,90980.98248024572
RET-03026,53000.0,12200000.0,767625.2880786838
RET-03027,12000.0,4570000.0,274887.4344224351
RET-03028,6000.0,4620000.0,127043.37173196
RET-03029,8000.0,570000.0,197695.77924063196
RET-03030,29000.0,4890000.0,925738.2205256762
RET-03031,8000.0,2620000.0,225289.12908727623
RET-03032,15000.0,2030000.0,422547.0932324623
RET-03033,51000.0,6290000.0,1297047.574185535
RET-03034,5000.0,4580000.0,172883.2093846281
RET-03035,16000.0,2830000.0,396449.4089380113
RET-03036,5000.0,4740000.0,165889.21002370774
RET-03037,30000.0,8300000.0,819953.4381393691
RET-03038,2000.0,3970000.0,33348.89494622507
RET-03039,17000.0,4090000.0,452329.55596904166
RET-03040,0.0,3290000.0,0.0
RET-03041,19000.0,4580000.0,510784.1837377421
RET-03042,2000.0,7270000.0,39996.399892339075
RET-03043,26000.0,3690000.0,915414.0744482122
RET-03044,12000.0,2120000.0,300043.10373171465
RET-03045,20000.0,7890000.0,529462.868478763
RET-03046,5000.0,9250000.0,166456.5323492564
RET-03047,17000.0,2060000.0,587667.4355200005
RET-03048,26000.0,5490000.0,346557.8424992669
RET-03049,10000.0,3990000.0,213027.11035597755
RET-03050,15000.0,7320000.0,315500.7103851498
RET-03051,10000.0,3950000.0,118490.47208434853
RET-03052,11000.0,4330000.0,146287.5988256502
RET-03053,24000.0,7400000.0,584634.9124889675
RET-03054,49000.0,17320000.0,1314214.5309111138
RET-03055,10000.0,3130000.0,208043.41719486867
RET-03056,57000.0,5980000.0,2035186.5292172541
RET-03057,48000.0,10370000.0,862490.6565582771
RET-03058,12000.0,1560000.0,365429.4195839749
RET-03059,19000.0,1430000.0,385767.0877483687
RET-03060,2000.0,18410000.0,53586.7254527897
RET-03061,32000.0,1520000.0,1088154.4468526978
RET-03062,18000.0,3520000.0,416864.4689516228
RET-03063,11000.0,4870000.0,344204.05418694444
RET-03064,22000.0,11180000.0,623456.7705645084
RET-03065,19000.0,7850000.0,416459.56228038855
RET-03066,2000.0,4580000.0,66251.64838217219
RET-03067,5000.0,1600000.0,86393.78567640948
RET-03068,21000.0,8590000.0,243929.8330724641
RET-03069,2000.0,1940000.0,55564.84316605645
RET-03070,2000.0,4030000.0,59698.18152015522
RET-03071,20000.0,2410000.0,455631.5851048975
RET-03072,14000.0,3680000.0,335576.79084715655
RET-03073,23000.0,7810000.0,472191.1855931711
RET-03074,17000.0,2730000.0,539451.2925497944
RET-03075,21000.0,8190000.0,374840.38990284444
RET-03076,1000.0,5800000.0,22466.028685039168
RET-03077,27000.0,9340000.0,676977.8177111051
RET-03078,7000.0,2710000.0,162304.9856354434
RET-03079,77000.0,24170000.0,2617418.082055406
RET-03080,27000.0,12800000.0,835598.1322410464
RET-03081,54000.0,3720000.0,1704641.1923344987
RET-03082,9000.0,4160000.0,167563.65891320005
RET-03083,18000.0,2460000.0,416288.7356773375
RET-03084,6000.0,3200000.0,114817.61964518232
RET-03085,14000.0,11930000.0,485800.5480594894
RET-03086,49000.0,6960000.0,1515101.2556282093
RET-03087,10000.0,1910000.0,268665.5291751972
RET-03088,24000.0,14970000.0,260846.7881075737
RET-03089,13000.0,4960000.0,215931.98809671725
RET-03090,34000.0,7580000.0,539210.5326868721
RET-03091,40000.0,7980000.0,435239.63450621016
RET-03092,1000.0,8030000.0,16666.87581558899
RET-03093,19000.0,5500000.0,656320.314988471
RET-03094,1000.0,2130000.0,16099.830899720519
RET-03095,14000.0,3420000.0,464851.7327770858
RET-03096,28000.0,13750000.0,583719.2085549469
RET-03097,8000.0,10030000.0,148927.72533798136
RET-03098,25000.0,6000000.0,681262.9525645901
RET-03099,3000.0,2660000.0,100378.85222536995
RET-03100,2000.0,2430000.0,54958.406079321896
RET-03101,8000.0,2020000.0,254789.1177833923
RET-03102,2000.0,4200000.0,26465.83157326181
RET-03103,13000.0,4820000.0,398090.18348508864
RET-03104,21000.0,6820000.0,300956.51737907424
RET-03105,69000.0,9520000.0,2231544.8275620663
RET-03106,10000.0,8080000.0,343122.57643288275
RET-03107,20000.0,3100000.0,305394.280864626
RET-03108,13000.0,2890000.0,179095.3517159971
RET-03109,9000.0,990000.0,213811.34657590164
RET-03110,8000.0,3980000.0,171675.98832655585
RET-03111,5000.0,3800000.0,152500.9621482163
RET-03112,13000.0,8380000.0,284315.96083927515
RET-03113,6000.0,520000.0,122779.43978117683
RET-03114,10000.0,2090000.0,325555.2536319885
RET-03115,15000.0,5150000.0,297715.92820439045
RET-03116,11000.0,2750000.0,339027.87410257634
RET-03117,29000.0,6930000.0,890658.1787534473
RET-03118,18000.0,1440000.0,420995.03292541404
RET-03119,12000.0,2470000.0,245370.83695389624
RET-03120,39000.0,2790000.0,708214.4489072439
RET-03121,25000.0,7170000.0,616944.6993864853
RET-03122,21000.0,8320000.0,601253.4375245683
RET-03123,27000.0,8960000.0,540581.8615694359
RET-03124,0.0,1850000.0,0.0
RET-03125,35000.0,4170000.0,924616.130880644
RET-03126,10000.0,1200000.0,130883.76474839357
RET-03127,8000.0,3580000.0,260598.41818277285
RET-03128,4000.0,2810000.0,108713.29667808245
RET-03129,36000.0,8530000.0,730224.2886078231
RET-03130,7000.0,7310000.0,226279.42589166653
RET-03131,0.0,3640000.0,0.0
RET-03132,61000.0,11290000.0,984538.7866227018
RET-03133,8000.0,1050000.0,123893.59691798901
RET-03134,5000.0,2620000.0,153877.62212540212
RET-03135,8000.0,2340000.0,202945.07047644578
RET-03136,1000.0,2510000.0,33583.004059031795
RET-03137,11000.0,1820000.0,150644.52914061575
RET-03138,15000.0,3790000.0,213249.04063260974
RET-03139,26000.0,2940000.0,770369.4357103735
RET-03140,1000.0,1830000.0,21890.336089980294
RET-03141,7000.0,1030000.0,87289.09611714282
RET-03142,20000.0,3850000.0,467447.81970413146
RET-03143,1000.0,7050000.0,35923.173565735204
RET-03144,32000.0,6370000.0,516827.3580725071
RET-03145,9000.0,2680000.0,159551.97422992927
RET-03146,5000.0,2480000.0,71698.60188800696
RET-03147,32000.0,19870000.0,718811.5716588045
RET-03148,9000.0,2780000.0,270643.47545398737
RET-03149,2000.0,5720000.0,64367.7109920562
RET-03150,28000.0,7800000.0,293593.85075598315
RET-03151,4000.0,2080000.0,68983.82797898453
RET-03152,28000.0,3960000.0,749247.6901968112
RET-03153,3000.0,2890000.0,75295.88933328004
RET-03154,26000.0,7310000.0,417272.17920138227
RET-03155,14000.0,4370000.0,290550.89469209337
RET-03156,10000.0,2930000.0,174829.62953542304
RET-03157,30000.0,3350000.0,381384.6227247803
RET-03158,15000.0,2250000.0,281812.72977718775
RET-03159,9000.0,2040000.0,284130.81198561064
RET-03160,5000.0,2650000.0,90684.46425395415
RET-03161,2000.0,4890000.0,62963.011793690035
RET-03162,20000.0,3480000.0,648386.0823645813
RET-03163,57000.0,12840000.0,682017.8686416949
RET-03164,0.0,1390000.0,0.0
RET-03165,33000.0,14120000.0,627102.7887671469
RET-03166,3000.0,2400000.0,92796.97795273222
RET-03167,12000.0,5740000.0,150182.79205826268
RET-03168,6000.0,1610000.0,75391.71494038911
RET-03169,11000.0,9120000.0,317400.4540380231
RET-03170,20000.0,5810000.0,432982.7002982331
RET-03171,18000.0,7330000.0,375411.3793871651
RET-03172,17000.0,4340000.0,343536.10767535423
RET-03173,17000.0,9990000.0,266674.12316200027
RET-03174,41000.0,3210000.0,662348.3020540236
RET-03175,18000.0,6170000.0,191321.47667048816
RET-03176,9000.0,3470000.0,215111.32651887607
RET-03177,9000.0,1130000.0,274453.4444750694
RET-03178,32000.0,4500000.0,945525.2182983375
RET-03179,3000.0,2180000.0,40217.47362672997
RET-03180,32000.0,4560000.0,974603.907392265
RET-03181,7000.0,5260000.0,248374.9989481478
RET-03182,16000.0,3390000.0,349096.4635581886
RET-03183,18000.0,2130000.0,427914.85902745265
RET-03184,10000.0,5590000.0,144414.0745736903
RET-03185,13000.0,4160000.0,305871.45149700466
RET-03186,26000.0,10210000.0,651116.6804750471
RET-03187,0.0,20040000.0,0.0
RET-03188,2000.0,3500000.0,45884.90859084871
RET-03189,6000.0,730000.0,92770.62414758511
RET-03190,23000.0,7620000.0,736137.0798067157
RET-03191,11000.0,2940000.0,254792.80260853274
RET-03192,22000.0,3680000.0,594616.426713798
RET-03193,30000.0,7190000.0,1021743.238175351
RET-03194,7000.0,9920000.0,231028.8833125667
RET-03195,6000.0,790000.0,141588.20578697836
RET-03196,9000.0,1720000.0,162895.73879943276
RET-03197,33000.0,3420000.0,1007490.4783665297
RET-03198,15000.0,5920000.0,221559.79508715923
RET-03199,68000.0,4060000.0,1931084.374299348
RET-03200,15000.0,1420000.0,418250.58252149826
RET-03201,48000.0,2410000.0,1469258.8001251265
RET-03202,7000.0,3920000.0,205168.22685951833
RET-03203,3000.0,4620000.0,38629.683198866565
RET-03204,17000.0,4460000.0,314602.72228098975
RET-03205,24000.0,3300000.0,527998.0085336133
RET-03206,11000.0,11710000.0,135422.27238055336
RET-03207,6000.0,7320000.0,80465.87830223431
RET-03208,51000.0,7460000.0,549338.2528961841
RET-03209,15000.0,1950000.0,217224.97414318565
RET-03210,5000.0,2110000.0,71960.77611638524
RET-03211,3000.0,7690000.0,33754.81430193679
RET-03212,11000.0,4090000.0,141171.0507993595
RET-03213,16000.0,1460000.0,544035.5486292572
RET-03214,30000.0,6870000.0,583449.3957132444
RET-03215,30000.0,14060000.0,792033.6393584
RET-03216,44000.0,15030000.0,1097917.7623557982
RET-03217,15000.0,850000.0,235807.68854584082
RET-03218,16000.0,8240000.0,175450.592544307
RET-03219,8000.0,1290000.0,152160.22634389534
RET-03220,13000.0,1890000.0,420988.34639154625
RET-03221,8000.0,5050000.0,274004.30884879007
RET-03222,49000.0,12250000.0,807930.5039050364
RET-03223,7000.0,7230000.0,237460.72149083036
RET-03224,24000.0,8460000.0,662804.476220487
RET-03225,2000.0,7450000.0,32018.896794237222
RET-03226,4000.0,8270000.0,100133.80093712138
RET-03227,27000.0,8040000.0,925444.5737829757
RET-03228,13000.0,3160000.0,426295.8644220307
RET-03229,1000.0,2550000.0,15552.008911869072
RET-03230,21000.0,6140000.0,723187.9734017388
RET-03231,4000.0,3930000.0,103572.59178631898
RET-03232,34000.0,9000000.0,648180.5923425836
RET-03233,40000.0,8680000.0,811604.6608202802
RET-03234,1000.0,5370000.0,29245.41100961008
RET-03235,2000.0,740000.0,62049.977559502404
RET-03236,17000.0,4470000.0,602901.0652748621
RET-03237,4000.0,4620000.0,91058.23214471819
RET-03238,12000.0,1680000.0,216976.19848706064
RET-03239,14000.0,3170000.0,219609.25766035292
RET-03240,4000.0,3410000.0,53868.46803042715
RET-03241,1000.0,15340000.0,27748.877654876116
RET-03242,83000.0,15230000.0,989024.3132801472
RET-03243,2000.0,3400000.0,25266.87712148267
RET-03244,22000.0,5370000.0,485142.43288474804
RET-03245,20000.0,7430000.0,455143.9603509276
RET-03246,7000.0,5070000.0,133553.70710767494
RET-03247,28000.0,6060000.0,998300.6458251948
RET-03248,16000.0,7840000.0,227982.94121251212
RET-03249,4000.0,12150000.0,61909.87413722897
RET-03250,14000.0,5090000.0,301357.98201191676
RET-03251,22000.0,9260000.0,784556.0972681647
RET-03252,8000.0,5290000.0,126932.3566662318
RET-03253,15000.0,3270000.0,193759.1575435258
RET-03254,61000.0,28100000.0,1807988.1044784368
RET-03255,44000.0,12480000.0,668246.3124771887
RET-03256,23000.0,9780000.0,319972.8415362301
RET-03257,16000.0,2410000.0,397623.6703673774
RET-03258,22000.0,11680000.0,300029.1592134893
RET-03259,6000.0,3690000.0,205751.7362436645
RET-03260,0.0,1150000.0,0.0
RET-03261,3000.0,3740000.0,31914.810291322185
RET-03262,11000.0,1240000.0,356537.4003370524
RET-03263,26000.0,6790000.0,650940.3397943034
RET-03264,3000.0,13990000.0,100664.1169316454
RET-03265,3000.0,3160000.0,59959.679270068664
RET-03266,13000.0,5150000.0,463896.69228198275
RET-03267,4000.0,8620000.0,58510.42945541673
RET-03268,6000.0,4790000.0,82144.23523368192
RET-03269,9000.0,6600000.0,94087.22003498804
RET-03270,29000.0,2860000.0,531537.2809644443
RET-03271,24000.0,12720000.0,636136.3955090275
RET-03272,16000.0,2880000.0,242971.11921701845
RET-03273,3000.0,1400000.0,93468.21389133538
RET-03274,26000.0,7790000.0,286582.44388120464
RET-03275,6000.0,2650000.0,190688.48984706888
RET-03276,44000.0,11480000.0,510450.78275757533
RET-03277,27000.0,5870000.0,656370.4232965468
RET-03278,0.0,5480000.0,0.0
RET-03279,1000.0,8260000.0,22087.803907327874
RET-03280,9000.0,1360000.0,142550.1548379027
RET-03281,6000.0,3800000.0,112065.92237999759
RET-03282,29000.0,11090000.0,439500.42819601914
RET-03283,3000.0,4410000.0,30965.30869688781
RET-03284,9000.0,5620000.0,285140.2596755597
RET-03285,12000.0,4460000.0,314160.2447726199
RET-03286,0.0,5720000.0,0.0
RET-03287,1000.0,2930000.0,16300.191781419599
RET-03288,9000.0,5520000.0,241036.90469182614
RET-03289,50000.0,11440000.0,1030006.6075215122
RET-03290,4000.0,3090000.0,82110.40010023596
RET-03291,5000.0,6200000.0,58074.58850314207
RET-03292,24000.0,10850000.0,261304.97186139724
RET-03293,7000.0,3310000.0,246534.58094682673
RET-03294,67000.0,3320000.0,2009041.7552688755
RET-03295,26000.0,9730000.0,440967.8104405086
RET-03296,32000.0,3010000.0,1017475.3739975552
RET-03297,24000.0,4240000.0,773770.6572374331
RET-03298,22000.0,1520000.0,574163.6678330542
RET-03299,8000.0,1020000.0,99292.02635015607
RET-03300,29000.0,3980000.0,553606.069606411
RET-03301,18000.0,4160000.0,611600.2226709877
RET-03302,15000.0,6110000.0,279527.08599528024
RET-03303,19000.0,2320000.0,664506.9244395382
RET-03304,20000.0,6190000.0,703132.3968108695
RET-03305,35000.0,3670000.0,481954.3825504601
RET-03306,11000.0,6470000.0,194152.40290387746
RET-03307,16000.0,11050000.0,413291.5488902514
RET-03308,3000.0,1720000.0,45021.55697109461
RET-03309,31000.0,3620000.0,520674.22783078684
RET-03310,26000.0,4910000.0,456597.45210770145
RET-03311,26000.0,6010000.0,607350.7169077749
RET-03312,9000.0,4550000.0,228997.3454289926
RET-03313,45000.0,8110000.0,946148.3561265175
RET-03314,30000.0,7480000.0,1056575.194950206
RET-03315,7000.0,2870000.0,199099.30955876585
RET-03316,17000.0,4520000.0,281051.7381960511
RET-03317,43000.0,9910000.0,909137.7367627013
RET-03318,2000.0,5020000.0,57942.60245501428
RET-03319,21000.0,4290000.0,500846.9200167474
RET-03320,19000.0,7070000.0,263269.36821637914
RET-03321,42000.0,7620000.0,1325054.2472890257
RET-03322,11000.0,7170000.0,368381.9383601434
RET-03323,14000.0,690000.0,388511.69942277565
RET-03324,7000.0,4240000.0,110909.24564442228
RET-03325,19000.0,2330000.0,243937.453214271
RET-03326,11000.0,4710000.0,307500.06701705576
RET-03327,9000.0,2940000.0,310691.43864518346
RET-03328,10000.0,2190000.0,285000.82340977853
RET-03329,16000.0,7260000.0,173928.09709551648
RET-03330,3000.0,1110000.0,70615.20606747534
RET-03331,31000.0,11790000.0,653120.5827591497
RET-03332,0.0,940000.0,0.0
RET-03333,18000.0,5090000.0,640107.9240899527
RET-03334,37000.0,9210000.0,847159.6432370531
RET-03335,9000.0,4840000.0,299593.7180715162
RET-03336,11000.0,1090000.0,199407.2477718948
RET-03337,2000.0,3100000.0,63818.60700554488
RET-03338,33000.0,3470000.0,373278.5329941961
RET-03339,0.0,3390000.0,0.0
RET-03340,17000.0,4510000.0,226880.47428610225
RET-03341,8000.0,4490000.0,186731.07962530808
RET-03342,37000.0,8310000.0,1092031.432863242
RET-03343,9000.0,2520000.0,261190.57805055226
RET-03344,15000.0,5750000.0,371564.1703909081
RET-03345,13000.0,670000.0,381905.0281921548
RET-03346,48000.0,5630000.0,1512326.1213776206
RET-03347,41000.0,16730000.0,545266.5913533493
RET-03348,22000.0,3720000.0,496133.8215227387
RET-03349,51000.0,5490000.0,1782358.2625990158
RET-03350,16000.0,4030000.0,443366.0070659531
RET-03351,1000.0,7070000.0,28290.78755382483
RET-03352,12000.0,4990000.0,416158.6089764477
RET-03353,24000.0,5380000.0,346692.61976252584
RET-03354,15000.0,1870000.0,341435.4729431148
RET-03355,0.0,2880000.0,0.0
RET-03356,26000.0,5510000.0,810739.1183700856
RET-03357,29000.0,7080000.0,1036366.4946325965
RET-03358,26000.0,17760000.0,410025.946256981
RET-03359,6000.0,2410000.0,129508.25665448979
RET-03360,32000.0,16920000.0,772546.1257309114
RET-03361,21000.0,4740000.0,715855.740146245
RET-03362,9000.0,2690000.0,131216.12137737262
RET-03363,17000.0,5840000.0,238974.86598957592
RET-03364,38000.0,3670000.0,1033486.2518588316
RET-03365,21000.0,9860000.0,728187.9579329262
RET-03366,38000.0,3430000.0,1222036.6501655278
RET-03367,15000.0,6780000.0,191074.5489535575
RET-03368,31000.0,7640000.0,793391.7226062815
RET-03369,4000.0,2470000.0,100991.62228144058
RET-03370,20000.0,9310000.0,459059.09008858015
RET-03371,14000.0,4050000.0,211944.67063931932
RET-03372,38000.0,5520000.0,1108500.590367311
RET-03373,29000.0,7660000.0,363517.3905509903
RET-03374,13000.0,9060000.0,371266.11106847256
RET-03375,11000.0,4680000.0,227983.338254073
RET-03376,9000.0,1200000.0,231733.30482790954
RET-03377,9000.0,5090000.0,268320.326472787
RET-03378,11000.0,2690000.0,158211.13512190647
RET-03379,26000.0,11670000.0,459105.0279920895
RET-03380,52000.0,7320000.0,967951.6053690048
RET-03381,8000.0,2330000.0,221089.28273606728
RET-03382,17000.0,2200000.0,304061.5768255077
RET-03383,2000.0,2630000.0,71116.63789366995
RET-03384,8000.0,770000.0,144426.6481565058
RET-03385,40000.0,10880000.0,1389023.340645825
RET-03386,27000.0,17490000.0,613958.0638132143
RET-03387,18000.0,1000000.0,222967.3640561267
RET-03388,6000.0,2050000.0,119758.60564039655
RET-03389,1000.0,1260000.0,11050.181519752241
RET-03390,26000.0,4750000.0,505737.561229523
RET-03391,14000.0,2470000.0,284436.32077024557
RET-03392,25000.0,1730000.0,254615.25445370778
RET-03393,11000.0,3510000.0,170622.25471605404
RET-03394,2000.0,8060000.0,47626.46989713115
RET-03395,13000.0,1040000.0,422564.9892996189
RET-03396,17000.0,5290000.0,559279.7322511113
RET-03397,8000.0,3500000.0,259050.0448095279
RET-03398,10000.0,3610000.0,324598.061144315
RET-03399,3000.0,2320000.0,53713.57298735286
RET-03400,14000.0,4850000.0,201914.30487843681
RET-03401,16000.0,2300000.0,367119.34426816786
RET-03402,14000.0,5730000.0,306982.3587972529
RET-03403,36000.0,10920000.0,604536.1644003956
RET-03404,27000.0,8780000.0,289389.10476554034
RET-03405,13000.0,17630000.0,420708.6891672318
RET-03406,29000.0,5430000.0,447748.3230056201
RET-03407,2000.0,1280000.0,66287.28613600101
RET-03408,1000.0,8440000.0,20506.165280257934
RET-03409,28000.0,5840000.0,504091.61441887706
RET-03410,5000.0,7060000.0,144308.69969034006
RET-03411,11000.0,7080000.0,237758.78897000809
RET-03412,4000.0,3620000.0,103244.61540889632
RET-03413,28000.0,29120000.0,890774.689620044
RET-03414,15000.0,2240000.0,519869.4313622433
RET-03415,3000.0,1380000.0,104647.3467671847
RET-03416,3000.0,2540000.0,93407.66596629287
RET-03417,9000.0,3340000.0,292694.93332588713
RET-03418,11000.0,4770000.0,387238.342122808
RET-03419,12000.0,2970000.0,351197.74884301523
RET-03420,26000.0,5670000.0,508119.8421172762
RET-03421,13000.0,1070000.0,334154.608711259
RET-03422,3000.0,8900000.0,57856.646354123346
RET-03423,24000.0,4410000.0,811551.1724936385
RET-03424,11000.0,1210000.0,390940.9491024453
RET-03425,9000.0,8330000.0,316382.59204463614
RET-03426,4000.0,1820000.0,105340.30075259203
RET-03427,25000.0,3150000.0,857915.0053968139
RET-03428,14000.0,2800000.0,322314.69934654096
RET-03429,21000.0,9000000.0,212056.26828279434
RET-03430,3000.0,5770000.0,34352.29101318531
RET-03431,21000.0,1430000.0,480628.5454057473
RET-03432,22000.0,2610000.0,339119.5229655442
RET-03433,15000.0,2910000.0,334359.5339250857
RET-03434,41000.0,4140000.0,744867.9218908084
RET-03435,10000.0,2070000.0,123861.10686917065
RET-03436,19000.0,1760000.0,272097.0927028553
RET-03437,29000.0,8270000.0,1002896.8155444182
