CUSTOMER_ID,AGE,GENDER,MARITAL_STATUS,CATEGORY,OCCUPATION,GROSS_MONTHLY_INC,MONTHLY_DEDUCTIONS,NET_MONTHLY_INC,AVG_CREDIT_BAL_6M
RET-02099,22,M,Married,GEN,Salaried,58000.0,12000.0,46000.0,108000.0
RET-02100,46,F,Unmarried,OBC,Self-Employed Non-Professional,31000.0,3000.0,28000.0,76000.0
RET-02101,41,M,Married,GEN,Salaried,100000.0,20000.0,80000.0,69000.0
RET-02102,28,M,Unmarried,OBC,Salaried,91000.0,18000.0,73000.0,111000.0
RET-02103,29,F,Married,GEN,Salaried,42000.0,9000.0,33000.0,57000.0
RET-02104,49,F,Married,GEN,Salaried,43000.0,10000.0,33000.0,91000.0
RET-02105,26,M,Married,GEN,Self-Employed Non-Professional,129000.0,15000.0,114000.0,130000.0
RET-02106,54,M,Married,GEN,Salaried,27000.0,3000.0,24000.0,22000.0
RET-02107,28,F,Married,GEN,Salaried,102000.0,11000.0,91000.0,78000.0
RET-02108,44,F,Unmarried,Minority,Salaried,61000.0,7000.0,54000.0,48000.0
RET-02109,34,M,Unmarried,GEN,Salaried,102000.0,16000.0,86000.0,230000.0
RET-02110,44,M,Married,OBC,Salaried,132000.0,32000.0,100000.0,205000.0
RET-02111,32,M,Unmarried,GEN,Salaried,43000.0,7000.0,36000.0,56000.0
RET-02112,36,F,Married,ST,Salaried,37000.0,6000.0,31000.0,83000.0
RET-02113,38,F,Married,GEN,Self-Employed Non-Professional,176000.0,26000.0,150000.0,187000.0
RET-02114,27,F,Married,Minority,Salaried,71000.0,17000.0,54000.0,152000.0
RET-02115,45,F,Unmarried,GEN,Salaried,89000.0,22000.0,67000.0,161000.0
RET-02116,32,M,Married,GEN,Self-Employed Non-Professional,126000.0,15000.0,111000.0,61000.0
RET-02117,35,M,Married,OBC,Self-Employed Professional,41000.0,4000.0,37000.0,61000.0
RET-02118,28,F,Married,OBC,Self-Employed Non-Professional,126000.0,8000.0,118000.0,308000.0
RET-02119,21,F,Married,GEN,Self-Employed Professional,107000.0,15000.0,92000.0,137000.0
RET-02120,36,M,Unmarried,GEN,Salaried,177000.0,23000.0,154000.0,457000.0
RET-02121,62,M,Married,SC,Self-Employed Professional,175000.0,14000.0,161000.0,421000.0
RET-02122,45,F,Married,GEN,Salaried,76000.0,18000.0,58000.0,138000.0
RET-02123,37,M,Married,GEN,Self-Employed Professional,115000.0,12000.0,103000.0,86000.0
RET-02124,35,M,Married,OBC,Salaried,75000.0,13000.0,62000.0,48000.0
RET-02125,38,M,Unmarried,OBC,Self-Employed Non-Professional,80000.0,8000.0,72000.0,151000.0
RET-02126,43,M,Married,GEN,Self-Employed Professional,37000.0,4000.0,33000.0,71000.0
RET-02127,26,M,Unmarried,OBC,Salaried,64000.0,11000.0,53000.0,46000.0
RET-02128,49,F,Married,GEN,Salaried,25000.0,6000.0,19000.0,50000.0
RET-02129,45,M,Unmarried,GEN,Salaried,67000.0,15000.0,52000.0,140000.0
RET-02130,45,M,Unmarried,GEN,Self-Employed Professional,161000.0,21000.0,140000.0,216000.0
RET-02131,42,M,Unmarried,Minority,Salaried,117000.0,17000.0,100000.0,202000.0
RET-02132,38,F,Unmarried,GEN,Salaried,78000.0,16000.0,62000.0,110000.0
RET-02133,44,F,Married,GEN,Self-Employed Non-Professional,65000.0,6000.0,59000.0,35000.0
RET-02134,43,F,Unmarried,OBC,Self-Employed Non-Professional,53000.0,8000.0,45000.0,33000.0
RET-02135,34,F,Unmarried,GEN,Self-Employed Non-Professional,42000.0,2000.0,40000.0,98000.0
RET-02136,32,M,Unmarried,OBC,Salaried,120000.0,25000.0,95000.0,163000.0
RET-02137,39,M,Married,Minority,Self-Employed Professional,29000.0,2000.0,27000.0,55000.0
RET-02138,53,M,Unmarried,Minority,Self-Employed Non-Professional,29000.0,4000.0,25000.0,51000.0
RET-02139,25,M,Married,GEN,Salaried,126000.0,17000.0,109000.0,158000.0
RET-02140,23,F,Married,OBC,Salaried,83000.0,19000.0,64000.0,37000.0
RET-02141,39,M,Married,Minority,Self-Employed Non-Professional,75000.0,11000.0,64000.0,158000.0
RET-02142,38,F,Unmarried,GEN,Self-Employed Non-Professional,83000.0,12000.0,71000.0,119000.0
RET-02143,39,M,Married,GEN,Self-Employed Professional,244000.0,20000.0,224000.0,190000.0
RET-02144,40,M,Married,GEN,Salaried,76000.0,8000.0,68000.0,38000.0
RET-02145,35,M,Married,GEN,Salaried,87000.0,19000.0,68000.0,37000.0
RET-02146,52,M,Married,Minority,Self-Employed Professional,251000.0,17000.0,234000.0,137000.0
RET-02147,21,M,Unmarried,OBC,Salaried,70000.0,17000.0,53000.0,47000.0
RET-02148,29,M,Unmarried,GEN,Self-Employed Professional,206000.0,30000.0,176000.0,190000.0
RET-02149,36,M,Married,SC,Salaried,25000.0,3000.0,22000.0,25000.0
RET-02150,21,M,Married,GEN,Salaried,36000.0,5000.0,31000.0,64000.0
RET-02151,36,M,Married,ST,Salaried,49000.0,8000.0,41000.0,45000.0
RET-02152,54,M,Married,GEN,Salaried,104000.0,20000.0,84000.0,184000.0
RET-02153,38,M,Married,GEN,Self-Employed Professional,212000.0,23000.0,189000.0,484000.0
RET-02154,40,M,Married,GEN,Salaried,51000.0,9000.0,42000.0,61000.0
RET-02155,25,M,Married,OBC,Self-Employed Professional,132000.0,9000.0,123000.0,282000.0
RET-02156,31,M,Married,GEN,Self-Employed Professional,280000.0,28000.0,252000.0,192000.0
RET-02157,34,M,Unmarried,GEN,Salaried,187000.0,27000.0,160000.0,211000.0
RET-02158,34,M,Married,Minority,Self-Employed Non-Professional,57000.0,7000.0,50000.0,110000.0
RET-02159,50,M,Married,Minority,Self-Employed Professional,123000.0,9000.0,114000.0,323000.0
RET-02160,43,M,Married,OBC,Self-Employed Professional,90000.0,8000.0,82000.0,167000.0
RET-02161,26,M,Unmarried,ST,Self-Employed Non-Professional,49000.0,4000.0,45000.0,63000.0
RET-02162,40,F,Married,Minority,Salaried,95000.0,19000.0,76000.0,98000.0
RET-02163,42,M,Married,OBC,Salaried,55000.0,9000.0,46000.0,68000.0
RET-02164,49,M,Married,OBC,Salaried,79000.0,15000.0,64000.0,136000.0
RET-02165,53,F,Unmarried,ST,Salaried,32000.0,5000.0,27000.0,36000.0
RET-02166,27,M,Unmarried,OBC,Salaried,25000.0,3000.0,22000.0,37000.0
RET-02167,29,F,Unmarried,GEN,Self-Employed Professional,62000.0,4000.0,58000.0,139000.0
RET-02168,25,M,Married,GEN,Salaried,89000.0,15000.0,74000.0,81000.0
RET-02169,35,M,Unmarried,GEN,Salaried,37000.0,6000.0,31000.0,71000.0
RET-02170,42,F,Unmarried,Minority,Salaried,100000.0,21000.0,79000.0,190000.0
RET-02171,47,M,Married,OBC,Salaried,75000.0,18000.0,57000.0,152000.0
RET-02172,37,M,Unmarried,ST,Self-Employed Professional,108000.0,10000.0,98000.0,55000.0
RET-02173,34,M,Married,SC,Self-Employed Professional,129000.0,10000.0,119000.0,93000.0
RET-02174,39,M,Married,GEN,Salaried,164000.0,17000.0,147000.0,424000.0
RET-02175,29,M,Unmarried,OBC,Salaried,105000.0,11000.0,94000.0,77000.0
RET-02176,58,M,Married,GEN,Salaried,61000.0,15000.0,46000.0,79000.0
RET-02177,21,F,Married,GEN,Self-Employed Professional,82000.0,10000.0,72000.0,66000.0
RET-02178,39,F,Married,SC,Self-Employed Non-Professional,296000.0,33000.0,263000.0,665000.0
RET-02179,58,M,Unmarried,OBC,Salaried,132000.0,20000.0,112000.0,83000.0
RET-02180,38,F,Married,SC,Self-Employed Non-Professional,76000.0,5000.0,71000.0,51000.0
RET-02181,36,M,Married,GEN,Self-Employed Non-Professional,67000.0,8000.0,59000.0,104000.0
RET-02182,34,M,Married,OBC,Salaried,51000.0,10000.0,41000.0,45000.0
RET-02183,36,F,Unmarried,GEN,Self-Employed Non-Professional,36000.0,4000.0,32000.0,69000.0
RET-02184,51,F,Unmarried,OBC,Salaried,204000.0,47000.0,157000.0,347000.0
RET-02185,21,F,Married,GEN,Self-Employed Non-Professional,97000.0,12000.0,85000.0,167000.0
RET-02186,53,M,Married,OBC,Salaried,34000.0,4000.0,30000.0,78000.0
RET-02187,23,M,Married,GEN,Salaried,68000.0,10000.0,58000.0,130000.0
RET-02188,35,F,Married,GEN,Self-Employed Non-Professional,157000.0,14000.0,143000.0,139000.0
RET-02189,33,M,Unmarried,OBC,Salaried,56000.0,7000.0,49000.0,34000.0
RET-02190,43,M,Married,OBC,Self-Employed Non-Professional,45000.0,3000.0,42000.0,100000.0
RET-02191,22,M,Married,OBC,Salaried,91000.0,14000.0,77000.0,181000.0
RET-02192,42,F,Married,OBC,Self-Employed Professional,109000.0,6000.0,103000.0,270000.0
RET-02193,58,M,Married,Minority,Salaried,56000.0,8000.0,48000.0,48000.0
RET-02194,24,M,Married,Minority,Self-Employed Non-Professional,51000.0,4000.0,47000.0,50000.0
RET-02195,39,M,Married,GEN,Salaried,96000.0,22000.0,74000.0,144000.0
RET-02196,31,M,Unmarried,GEN,Salaried,37000.0,5000.0,32000.0,28000.0
RET-02197,42,F,Married,OBC,Self-Employed Professional,53000.0,5000.0,48000.0,60000.0
RET-02198,38,M,Married,GEN,Self-Employed Non-Professional,68000.0,5000.0,63000.0,159000.0
RET-02199,31,M,Married,GEN,Salaried,114000.0,28000.0,86000.0,115000.0
RET-02200,42,M,Unmarried,GEN,Salaried,57000.0,11000.0,46000.0,24000.0
RET-02201,56,M,Married,GEN,Salaried,103000.0,14000.0,89000.0,189000.0
RET-02202,36,M,Unmarried,OBC,Salaried,147000.0,20000.0,127000.0,121000.0
RET-02203,45,M,Unmarried,GEN,Self-Employed Non-Professional,54000.0,8000.0,46000.0,46000.0
RET-02204,25,M,Unmarried,GEN,Salaried,500000.0,124000.0,376000.0,204000.0
RET-02205,28,M,Married,ST,Self-Employed Professional,171000.0,15000.0,156000.0,303000.0
RET-02206,42,F,Married,ST,Salaried,86000.0,19000.0,67000.0,128000.0
RET-02207,52,F,Married,ST,Salaried,66000.0,8000.0,58000.0,43000.0
RET-02208,41,M,Married,GEN,Salaried,52000.0,8000.0,44000.0,28000.0
RET-02209,34,M,Unmarried,GEN,Self-Employed Non-Professional,198000.0,23000.0,175000.0,302000.0
RET-02210,37,F,Married,GEN,Salaried,83000.0,12000.0,71000.0,174000.0
RET-02211,25,M,Married,GEN,Salaried,31000.0,6000.0,25000.0,72000.0
RET-02212,44,M,Married,GEN,Salaried,26000.0,4000.0,22000.0,15000.0
RET-02213,46,F,Unmarried,ST,Self-Employed Professional,78000.0,6000.0,72000.0,163000.0
RET-02214,33,M,Married,Minority,Salaried,79000.0,14000.0,65000.0,64000.0
RET-02215,33,M,Married,SC,Self-Employed Non-Professional,42000.0,6000.0,36000.0,21000.0
RET-02216,40,M,Married,OBC,Self-Employed Professional,29000.0,3000.0,26000.0,35000.0
RET-02217,33,M,Unmarried,OBC,Salaried,25000.0,4000.0,21000.0,41000.0
RET-02218,37,F,Married,SC,Salaried,46000.0,11000.0,35000.0,70000.0
RET-02219,58,M,Married,Minority,Salaried,59000.0,7000.0,52000.0,32000.0
RET-02220,35,M,Married,OBC,Self-Employed Non-Professional,111000.0,7000.0,104000.0,293000.0
RET-02221,34,F,Unmarried,GEN,Salaried,68000.0,10000.0,58000.0,37000.0
RET-02222,31,F,Married,GEN,Salaried,138000.0,22000.0,116000.0,121000.0
RET-02223,45,M,Unmarried,OBC,Salaried,105000.0,16000.0,89000.0,141000.0
RET-02224,36,M,Unmarried,GEN,Self-Employed Professional,100000.0,9000.0,91000.0,261000.0
RET-02225,31,M,Married,Minority,Self-Employed Professional,132000.0,14000.0,118000.0,351000.0
RET-02226,51,F,Married,OBC,Self-Employed Non-Professional,32000.0,3000.0,29000.0,15000.0
RET-02227,52,M,Married,OBC,Salaried,53000.0,12000.0,41000.0,44000.0
RET-02228,31,M,Married,GEN,Salaried,309000.0,72000.0,237000.0,416000.0
RET-02229,21,M,Married,GEN,Salaried,25000.0,3000.0,22000.0,49000.0
RET-02230,48,M,Married,GEN,Self-Employed Non-Professional,61000.0,4000.0,57000.0,122000.0
RET-02231,31,M,Married,OBC,Self-Employed Non-Professional,97000.0,9000.0,88000.0,99000.0
RET-02232,45,M,Married,GEN,Self-Employed Non-Professional,25000.0,2000.0,23000.0,23000.0
RET-02233,21,M,Unmarried,Minority,Salaried,47000.0,9000.0,38000.0,20000.0
RET-02234,46,M,Unmarried,OBC,Salaried,242000.0,35000.0,207000.0,540000.0
RET-02235,25,M,Married,OBC,Salaried,81000.0,16000.0,65000.0,94000.0
RET-02236,45,M,Married,Minority,Salaried,52000.0,9000.0,43000.0,114000.0
RET-02237,38,F,Unmarried,Minority,Salaried,83000.0,16000.0,67000.0,88000.0
RET-02238,28,F,Unmarried,GEN,Salaried,52000.0,9000.0,43000.0,103000.0
RET-02239,33,M,Unmarried,SC,Salaried,204000.0,44000.0,160000.0,108000.0
RET-02240,44,M,Married,GEN,Salaried,40000.0,4000.0,36000.0,91000.0
RET-02241,39,M,Married,GEN,Salaried,53000.0,8000.0,45000.0,123000.0
RET-02242,43,M,Married,GEN,Salaried,30000.0,6000.0,24000.0,28000.0
RET-02243,57,M,Married,OBC,Self-Employed Professional,61000.0,8000.0,53000.0,45000.0
RET-02244,22,M,Married,GEN,Salaried,66000.0,8000.0,58000.0,57000.0
RET-02245,54,F,Married,OBC,Self-Employed Professional,150000.0,17000.0,133000.0,355000.0
RET-02246,39,M,Married,OBC,Salaried,40000.0,4000.0,36000.0,44000.0
RET-02247,29,M,Unmarried,OBC,Self-Employed Non-Professional,98000.0,12000.0,86000.0,93000.0
RET-02248,24,M,Married,GEN,Salaried,77000.0,12000.0,65000.0,192000.0
RET-02249,36,F,Married,SC,Salaried,25000.0,5000.0,20000.0,44000.0
RET-02250,47,M,Unmarried,OBC,Self-Employed Professional,47000.0,7000.0,40000.0,103000.0
RET-02251,36,F,Unmarried,GEN,Self-Employed Non-Professional,46000.0,6000.0,40000.0,95000.0
RET-02252,53,M,Married,Minority,Salaried,201000.0,46000.0,155000.0,222000.0
RET-02253,23,F,Unmarried,GEN,Salaried,101000.0,20000.0,81000.0,215000.0
RET-02254,37,F,Married,OBC,Self-Employed Non-Professional,80000.0,9000.0,71000.0,140000.0
RET-02255,25,F,Married,OBC,Salaried,25000.0,4000.0,21000.0,45000.0
RET-02256,41,M,Unmarried,GEN,Salaried,25000.0,5000.0,20000.0,26000.0
RET-02257,46,M,Married,GEN,Self-Employed Non-Professional,113000.0,15000.0,98000.0,289000.0
RET-02258,33,M,Married,SC,Self-Employed Non-Professional,117000.0,7000.0,110000.0,290000.0
RET-02259,21,F,Married,GEN,Salaried,47000.0,5000.0,42000.0,37000.0
RET-02260,39,M,Married,GEN,Self-Employed Non-Professional,74000.0,11000.0,63000.0,64000.0
RET-02261,42,M,Married,OBC,Salaried,71000.0,8000.0,63000.0,149000.0
RET-02262,42,M,Married,OBC,Salaried,81000.0,13000.0,68000.0,38000.0
RET-02263,50,M,Married,OBC,Self-Employed Professional,59000.0,5000.0,54000.0,72000.0
RET-02264,27,M,Unmarried,ST,Salaried,119000.0,17000.0,102000.0,187000.0
RET-02265,44,M,Married,GEN,Salaried,142000.0,15000.0,127000.0,129000.0
RET-02266,49,M,Married,OBC,Self-Employed Non-Professional,41000.0,4000.0,37000.0,99000.0
RET-02267,21,M,Married,OBC,Salaried,36000.0,5000.0,31000.0,84000.0
RET-02268,41,F,Unmarried,GEN,Self-Employed Professional,45000.0,7000.0,38000.0,110000.0
RET-02269,32,F,Unmarried,Minority,Salaried,75000.0,8000.0,67000.0,58000.0
RET-02270,37,F,Unmarried,ST,Salaried,91000.0,13000.0,78000.0,54000.0
RET-02271,41,M,Married,GEN,Self-Employed Professional,117000.0,10000.0,107000.0,202000.0
RET-02272,33,F,Married,OBC,Self-Employed Professional,131000.0,18000.0,113000.0,280000.0
RET-02273,31,M,Married,OBC,Self-Employed Non-Professional,91000.0,6000.0,85000.0,104000.0
RET-02274,38,M,Married,GEN,Self-Employed Non-Professional,84000.0,6000.0,78000.0,86000.0
RET-02275,27,M,Married,ST,Salaried,197000.0,41000.0,156000.0,280000.0
RET-02276,27,M,Unmarried,OBC,Salaried,73000.0,13000.0,60000.0,102000.0
RET-02277,44,M,Married,OBC,Salaried,104000.0,23000.0,81000.0,138000.0
RET-02278,26,F,Unmarried,GEN,Salaried,89000.0,19000.0,70000.0,106000.0
RET-02279,44,M,Married,GEN,Salaried,66000.0,16000.0,50000.0,116000.0
RET-02280,42,M,Unmarried,GEN,Salaried,66000.0,8000.0,58000.0,118000.0
RET-02281,21,M,Married,OBC,Self-Employed Professional,162000.0,11000.0,151000.0,260000.0
RET-02282,31,M,Unmarried,OBC,Salaried,69000.0,9000.0,60000.0,138000.0
RET-02283,49,M,Married,GEN,Self-Employed Non-Professional,59000.0,6000.0,53000.0,61000.0
RET-02284,28,M,Unmarried,GEN,Salaried,47000.0,9000.0,38000.0,104000.0
RET-02285,33,F,Married,GEN,Salaried,94000.0,12000.0,82000.0,120000.0
RET-02286,42,M,Married,OBC,Self-Employed Professional,54000.0,5000.0,49000.0,65000.0
RET-02287,45,M,Married,OBC,Self-Employed Professional,89000.0,7000.0,82000.0,152000.0
RET-02288,35,F,Married,GEN,Salaried,81000.0,16000.0,65000.0,76000.0
RET-02289,32,F,Unmarried,GEN,Salaried,57000.0,7000.0,50000.0,59000.0
RET-02290,52,F,Unmarried,GEN,Salaried,32000.0,8000.0,24000.0,17000.0
RET-02291,55,M,Married,GEN,Self-Employed Non-Professional,39000.0,3000.0,36000.0,77000.0
RET-02292,47,M,Unmarried,SC,Self-Employed Non-Professional,43000.0,2000.0,41000.0,114000.0
RET-02293,38,M,Married,GEN,Salaried,40000.0,6000.0,34000.0,75000.0
RET-02294,29,F,Married,GEN,Salaried,96000.0,14000.0,82000.0,157000.0
RET-02295,29,F,Married,OBC,Salaried,262000.0,44000.0,218000.0,497000.0
RET-02296,43,M,Unmarried,Minority,Salaried,54000.0,11000.0,43000.0,125000.0
RET-02297,42,M,Married,Minority,Salaried,58000.0,7000.0,51000.0,68000.0
RET-02298,52,F,Unmarried,Minority,Salaried,51000.0,7000.0,44000.0,69000.0
RET-02299,44,M,Married,OBC,Salaried,122000.0,30000.0,92000.0,112000.0
RET-02300,22,M,Married,OBC,Salaried,94000.0,22000.0,72000.0,39000.0
RET-02301,48,M,Married,SC,Salaried,72000.0,9000.0,63000.0,86000.0
RET-02302,28,M,Married,ST,Salaried,35000.0,7000.0,28000.0,19000.0
RET-02303,34,F,Married,Minority,Self-Employed Non-Professional,41000.0,4000.0,37000.0,98000.0
RET-02304,40,M,Married,GEN,Self-Employed Non-Professional,81000.0,4000.0,77000.0,176000.0
RET-02305,57,M,Unmarried,GEN,Salaried,84000.0,13000.0,71000.0,89000.0
RET-02306,65,M,Married,GEN,Salaried,72000.0,11000.0,61000.0,81000.0
RET-02307,44,M,Unmarried,OBC,Salaried,109000.0,21000.0,88000.0,169000.0
RET-02308,36,M,Married,SC,Salaried,35000.0,5000.0,30000.0,75000.0
RET-02309,43,M,Married,ST,Salaried,88000.0,14000.0,74000.0,170000.0
RET-02310,46,M,Married,GEN,Self-Employed Professional,85000.0,4000.0,81000.0,46000.0
RET-02311,34,M,Married,GEN,Salaried,41000.0,9000.0,32000.0,79000.0
RET-02312,55,F,Married,Minority,Salaried,51000.0,8000.0,43000.0,116000.0
RET-02313,40,M,Married,GEN,Self-Employed Professional,111000.0,13000.0,98000.0,71000.0
RET-02314,42,M,Married,GEN,Salaried,37000.0,7000.0,30000.0,73000.0
RET-02315,44,F,Unmarried,OBC,Salaried,321000.0,71000.0,250000.0,282000.0
RET-02316,42,M,Married,GEN,Self-Employed Professional,102000.0,11000.0,91000.0,85000.0
RET-02317,46,F,Married,GEN,Salaried,71000.0,13000.0,58000.0,108000.0
RET-02318,31,M,Unmarried,GEN,Self-Employed Professional,63000.0,8000.0,55000.0,103000.0
RET-02319,32,F,Unmarried,GEN,Self-Employed Non-Professional,117000.0,16000.0,101000.0,169000.0
RET-02320,26,F,Married,OBC,Self-Employed Non-Professional,57000.0,4000.0,53000.0,146000.0
RET-02321,42,M,Unmarried,GEN,Salaried,59000.0,13000.0,46000.0,51000.0
RET-02322,45,F,Unmarried,GEN,Salaried,175000.0,19000.0,156000.0,313000.0
RET-02323,42,F,Married,GEN,Salaried,55000.0,10000.0,45000.0,69000.0
RET-02324,54,M,Married,SC,Self-Employed Non-Professional,79000.0,11000.0,68000.0,183000.0
RET-02325,37,M,Unmarried,GEN,Self-Employed Non-Professional,46000.0,6000.0,40000.0,33000.0
RET-02326,44,M,Married,GEN,Salaried,85000.0,9000.0,76000.0,54000.0
RET-02327,27,F,Married,GEN,Self-Employed Non-Professional,104000.0,11000.0,93000.0,277000.0
RET-02328,34,M,Married,GEN,Salaried,201000.0,21000.0,180000.0,350000.0
RET-02329,44,M,Unmarried,GEN,Salaried,42000.0,5000.0,37000.0,103000.0
RET-02330,46,M,Unmarried,OBC,Salaried,31000.0,6000.0,25000.0,38000.0
RET-02331,35,M,Married,Minority,Salaried,62000.0,15000.0,47000.0,95000.0
RET-02332,37,M,Unmarried,Minority,Self-Employed Non-Professional,51000.0,7000.0,44000.0,98000.0
RET-02333,22,M,Married,OBC,Salaried,72000.0,13000.0,59000.0,175000.0
RET-02334,34,F,Married,GEN,Self-Employed Non-Professional,100000.0,6000.0,94000.0,73000.0
RET-02335,46,M,Married,OBC,Self-Employed Non-Professional,285000.0,40000.0,245000.0,199000.0
RET-02336,43,M,Unmarried,GEN,Self-Employed Non-Professional,56000.0,8000.0,48000.0,87000.0
RET-02337,43,M,Married,OBC,Salaried,25000.0,4000.0,21000.0,13000.0
RET-02338,38,M,Married,GEN,Self-Employed Professional,63000.0,5000.0,58000.0,134000.0
RET-02339,38,M,Married,SC,Salaried,90000.0,21000.0,69000.0,205000.0
RET-02340,31,M,Married,Minority,Self-Employed Professional,41000.0,6000.0,35000.0,89000.0
RET-02341,44,M,Married,GEN,Salaried,84000.0,18000.0,66000.0,77000.0
RET-02342,42,M,Married,GEN,Self-Employed Professional,79000.0,5000.0,74000.0,185000.0
RET-02343,42,M,Unmarried,OBC,Self-Employed Professional,85000.0,11000.0,74000.0,153000.0
RET-02344,32,M,Married,GEN,Self-Employed Professional,118000.0,8000.0,110000.0,88000.0
RET-02345,21,F,Unmarried,Minority,Self-Employed Non-Professional,70000.0,10000.0,60000.0,115000.0
RET-02346,48,M,Married,GEN,Salaried,102000.0,15000.0,87000.0,239000.0
RET-02347,33,F,Married,GEN,Salaried,25000.0,6000.0,19000.0,23000.0
RET-02348,29,F,Married,SC,Salaried,41000.0,6000.0,35000.0,75000.0
RET-02349,44,M,Unmarried,GEN,Salaried,60000.0,11000.0,49000.0,30000.0
RET-02350,34,F,Married,GEN,Salaried,40000.0,8000.0,32000.0,83000.0
RET-02351,48,M,Unmarried,OBC,Salaried,73000.0,12000.0,61000.0,62000.0
RET-02352,44,M,Unmarried,OBC,Self-Employed Non-Professional,60000.0,6000.0,54000.0,109000.0
RET-02353,44,M,Married,OBC,Self-Employed Non-Professional,56000.0,4000.0,52000.0,94000.0
RET-02354,24,F,Married,OBC,Salaried,124000.0,16000.0,108000.0,202000.0
RET-02355,50,M,Unmarried,GEN,Salaried,77000.0,8000.0,69000.0,78000.0
RET-02356,40,F,Married,GEN,Salaried,38000.0,7000.0,31000.0,59000.0
RET-02357,34,M,Married,GEN,Salaried,51000.0,10000.0,41000.0,82000.0
RET-02358,39,F,Married,Minority,Self-Employed Professional,115000.0,17000.0,98000.0,153000.0
RET-02359,21,M,Married,GEN,Salaried,82000.0,18000.0,64000.0,133000.0
RET-02360,42,M,Unmarried,GEN,Self-Employed Professional,150000.0,20000.0,130000.0,127000.0
RET-02361,27,M,Married,Minority,Salaried,122000.0,18000.0,104000.0,185000.0
RET-02362,24,M,Married,Minority,Self-Employed Non-Professional,58000.0,4000.0,54000.0,124000.0
RET-02363,22,M,Married,SC,Self-Employed Non-Professional,173000.0,16000.0,157000.0,223000.0
RET-02364,49,F,Unmarried,GEN,Self-Employed Non-Professional,182000.0,24000.0,158000.0,241000.0
RET-02365,31,M,Married,OBC,Salaried,25000.0,6000.0,19000.0,17000.0
RET-02366,53,F,Unmarried,GEN,Salaried,75000.0,11000.0,64000.0,131000.0
RET-02367,32,M,Unmarried,SC,Salaried,53000.0,10000.0,43000.0,35000.0
RET-02368,21,F,Married,GEN,Self-Employed Professional,63000.0,9000.0,54000.0,95000.0
RET-02369,26,M,Married,GEN,Salaried,45000.0,5000.0,40000.0,41000.0
RET-02370,50,M,Married,GEN,Self-Employed Professional,42000.0,5000.0,37000.0,36000.0
RET-02371,36,F,Unmarried,GEN,Self-Employed Professional,126000.0,9000.0,117000.0,87000.0
RET-02372,32,M,Unmarried,OBC,Salaried,36000.0,8000.0,28000.0,39000.0
RET-02373,39,M,Unmarried,SC,Self-Employed Non-Professional,77000.0,10000.0,67000.0,179000.0
RET-02374,43,M,Married,OBC,Salaried,33000.0,6000.0,27000.0,54000.0
RET-02375,49,M,Married,GEN,Salaried,157000.0,38000.0,119000.0,291000.0
RET-02376,52,M,Married,ST,Self-Employed Professional,74000.0,10000.0,64000.0,50000.0
RET-02377,34,F,Married,GEN,Self-Employed Non-Professional,114000.0,16000.0,98000.0,126000.0
RET-02378,24,M,Married,GEN,Self-Employed Professional,82000.0,10000.0,72000.0,106000.0
RET-02379,33,M,Married,GEN,Self-Employed Professional,63000.0,9000.0,54000.0,143000.0
RET-02380,40,M,Married,GEN,Self-Employed Non-Professional,76000.0,9000.0,67000.0,145000.0
RET-02381,28,M,Married,GEN,Salaried,181000.0,42000.0,139000.0,240000.0
RET-02382,28,M,Married,GEN,Self-Employed Non-Professional,43000.0,5000.0,38000.0,48000.0
RET-02383,41,F,Married,Minority,Salaried,25000.0,5000.0,20000.0,48000.0
RET-02384,37,F,Married,Minority,Salaried,46000.0,5000.0,41000.0,112000.0
RET-02385,38,M,Married,GEN,Salaried,35000.0,7000.0,28000.0,52000.0
RET-02386,30,F,Married,GEN,Salaried,131000.0,25000.0,106000.0,65000.0
RET-02387,35,M,Unmarried,GEN,Salaried,66000.0,12000.0,54000.0,64000.0
RET-02388,28,F,Married,GEN,Salaried,120000.0,29000.0,91000.0,215000.0
RET-02389,46,M,Unmarried,GEN,Salaried,75000.0,18000.0,57000.0,84000.0
RET-02390,48,M,Married,GEN,Salaried,74000.0,11000.0,63000.0,130000.0
RET-02391,21,M,Married,OBC,Salaried,81000.0,14000.0,67000.0,121000.0
RET-02392,28,M,Married,OBC,Self-Employed Non-Professional,178000.0,11000.0,167000.0,462000.0
RET-02393,23,M,Married,GEN,Salaried,82000.0,19000.0,63000.0,80000.0
RET-02394,31,M,Married,SC,Salaried,142000.0,23000.0,119000.0,192000.0
RET-02395,37,M,Unmarried,SC,Salaried,137000.0,21000.0,116000.0,77000.0
RET-02396,23,M,Married,GEN,Salaried,66000.0,15000.0,51000.0,128000.0
RET-02397,28,M,Married,GEN,Self-Employed Non-Professional,70000.0,7000.0,63000.0,83000.0
RET-02398,27,M,Married,Minority,Self-Employed Non-Professional,58000.0,7000.0,51000.0,118000.0
RET-02399,40,M,Married,OBC,Self-Employed Non-Professional,158000.0,17000.0,141000.0,72000.0
RET-02400,38,M,Unmarried,GEN,Salaried,42000.0,8000.0,34000.0,91000.0
RET-02401,30,M,Unmarried,OBC,Salaried,47000.0,7000.0,40000.0,117000.0
RET-02402,39,F,Married,GEN,Salaried,62000.0,12000.0,50000.0,84000.0
RET-02403,32,F,Married,OBC,Self-Employed Professional,37000.0,2000.0,35000.0,60000.0
